DateTime,League,GameDay,Home,Away,FullTimeHomeScore,FullTimeAwayScore,HalftimeHomeScore,HalftimeAwayScore,FullTimeResult
02/24/2023 19:30:00,D1,22,,,,,,,
02/25/2023 14:30:00,D1,22,,,,,,,
02/25/2023 14:30:00,D1,22,,,,,,,
02/25/2023 14:30:00,D1,22,,,,,,,
02/25/2023 14:30:00,D1,22,FC Koln,,,,,,
02/25/2023 14:30:00,D1,22,,,,,,,
02/25/2023 17:30:00,D1,22,,,,,,,
02/26/2023 14:30:00,D1,22,,,,,,,
02/26/2023 16:30:00,D1,22,,,,,,,
02/24/2023 20:00:00,E0,25,,,,,,,
02/25/2023 12:30:00,E0,25,,,,,,,
02/25/2023 15:00:00,E0,25,,Nott'm Forest,,,,,
02/25/2023 15:00:00,E0,25,,,,,,,
02/25/2023 15:00:00,E0,25,,,,,,,
02/25/2023 15:00:00,E0,25,,,,,,,
02/25/2023 17:30:00,E0,25,,,,,,,
02/25/2023 19:45:00,E0,25,,,,,,,
02/26/2023 13:30:00,E0,25,,,,,,,
04/05/2023 19:00:00,E0,25,,,,,,,
02/24/2023 20:00:00,SP1,23,,,,,,,
02/25/2023 13:00:00,SP1,23,,,,,,,
02/25/2023 15:15:00,SP1,23,Cadiz,,,,,,
02/25/2023 17:30:00,SP1,23,,Ath Madrid,,,,,
02/25/2023 20:00:00,SP1,23,,,,,,,
02/26/2023 13:00:00,SP1,23,Ath Bilbao,,,,,,
02/26/2023 15:15:00,SP1,23,,,,,,,
02/26/2023 17:30:00,SP1,23,,Barcelona,,,,,
02/26/2023 20:00:00,SP1,23,,,,,,,
02/27/2023 20:00:00,SP1,23,,,,,,,
02/25/2023 17:00:00,I1,24,,,,,,,
02/25/2023 19:45:00,I1,24,,,,,,,
02/26/2023 11:30:00,I1,24,,,,,,,
02/26/2023 14:00:00,I1,24,,,,,,,
02/26/2023 17:00:00,I1,24,,,,,,,
02/26/2023 19:45:00,I1,24,,,,,,,
02/27/2023 17:30:00,I1,24,,,,,,,
02/27/2023 19:45:00,I1,24,,,,,,,
02/28/2023 17:30:00,I1,24,,,,,,,
02/28/2023 19:45:00,I1,24,,,,,,,
02/25/2023 12:30:00,E1,34,,,,,,,
02/25/2023 15:00:00,E1,34,,,,,,,
02/25/2023 15:00:00,E1,34,,,,,,,
02/25/2023 15:00:00,E1,34,,,,,,,
02/25/2023 15:00:00,E1,34,,,,,,,
02/25/2023 15:00:00,E1,34,,,,,,,
02/25/2023 15:00:00,E1,34,,,,,,,
02/25/2023 15:00:00,E1,34,,,,,,,
02/25/2023 15:00:00,E1,34,,,,,,,
02/25/2023 15:00:00,E1,34,,,,,,,
02/25/2023 15:00:00,E1,34,,,,,,,
02/27/2023 20:00:00,E1,34,,,,,,,
02/24/2023 20:00:00,F1,25,,,,,,,
02/25/2023 16:00:00,F1,25,,,,,,,
02/25/2023 20:00:00,F1,25,,,,,,,
02/26/2023 12:00:00,F1,25,,,,,,,
02/26/2023 14:00:00,F1,25,,,,,,,
02/26/2023 14:00:00,F1,25,,,,,,,
02/26/2023 14:00:00,F1,25,Reims,,,,,,
02/26/2023 14:00:00,F1,25,,Rennais,,,,,
02/26/2023 16:05:00,F1,25,,,,,,,
02/26/2023 19:45:00,F1,25,,Paris SG,,,,,
