HomeTeam,AwayTeam,HomeTeamGoals,AwayTeamGoals,HomeTeamShots,AwayTeamShots,HomeTeamHalfTimeGoals,AwayTeamHalfTimeGoals,HomeTeamFullTimeGoals,AwayTeamFullTimeGoals,PredictedLabel
Empoli,Atalanta,0,2,13,20,0,1,0,0,0
Cremonese,Udinese,0,0,13,13,0,0,0,0,0
Spezia,Fiorentina,1,2,10,27,1,1,0,0,0
Lazio,Salernitana,1,3,13,10,1,0,0,0,0
Torino,Milan,2,1,7,12,2,0,0,0,0
Napoli,Sassuolo,4,0,18,10,3,0,0,0,0
Lecce,Juventus,0,1,5,13,0,0,0,0,0
Inter,Sampdoria,3,0,17,9,2,0,0,0,0
Cremonese,Sampdoria,0,1,21,8,0,0,0,0,0
Sassuolo,Verona,2,1,14,13,1,1,0,0,0
Udinese,Torino,1,2,16,15,1,1,0,0,0
Bologna,Lecce,2,0,12,9,2,0,0,0,0
Atalanta,Lazio,0,2,7,12,0,1,0,0,0
Roma,Napoli,0,1,6,12,0,0,0,0,0
Salernitana,Spezia,1,0,17,14,0,0,0,0,0
Milan,Monza,4,1,12,16,2,0,0,0,0
Fiorentina,Inter,3,4,10,8,1,2,0,0,0
Juventus,Empoli,4,0,21,12,1,0,0,0,0
Sampdoria,Roma,0,1,8,7,0,1,0,0,0
Lecce,Fiorentina,1,1,6,10,1,0,0,0,0
Inter,Salernitana,2,0,16,8,1,0,0,0,0
Lazio,Udinese,0,0,8,12,0,0,0,0,0
Spezia,Cremonese,2,2,15,24,2,1,0,0,0
Napoli,Bologna,3,2,30,16,1,1,0,0,0
Verona,Milan,1,2,19,16,1,1,0,0,0
