HomeTeam,AwayTeam,HomeTeamGoals,AwayTeamGoals,HomeTeamShots,AwayTeamShots,HomeTeamHalfTimeGoals,AwayTeamHalfTimeGoals,HomeTeamFullTimeGoals,AwayTeamFullTimeGoals,PredictedLabel
Sandhausen,Magdeburg,1,0,12,14,0,0,0,0,0
Braunschweig,St Pauli,2,1,11,14,0,0,0,0,0
Darmstadt,Fortuna Dusseldorf,1,0,11,11,0,0,0,0,0
Hansa Rostock,Paderborn,0,3,8,14,0,1,0,0,0
Hamburg,Kaiserslautern,1,1,14,10,1,0,0,0,0
Bielefeld,Karlsruhe,1,2,11,10,0,1,0,0,0
Regensburg,Greuther Furth,2,2,13,9,1,1,0,0,0
Kaiserslautern,Braunschweig,1,1,19,10,0,0,0,0,0
Karlsruhe,Nurnberg,3,0,20,12,1,0,0,0,0
Magdeburg,Regensburg,1,0,14,9,0,0,0,0,0
Fortuna Dusseldorf,Bielefeld,4,1,20,12,1,1,0,0,0
Greuther Furth,Sandhausen,1,1,12,6,0,1,0,0,0
Holstein Kiel,Hansa Rostock,1,1,15,13,1,0,0,0,0
St Pauli,Heidenheim,0,0,11,8,0,0,0,0,0
Hannover,Hamburg,1,2,8,18,1,1,0,0,0
Paderborn,Darmstadt,1,2,17,13,1,2,0,0,0
Greuther Furth,Paderborn,2,1,10,16,1,0,0,0,0
Heidenheim,Kaiserslautern,2,2,12,9,2,1,0,0,0
Regensburg,St Pauli,2,0,7,14,2,0,0,0,0
Bielefeld,Holstein Kiel,4,2,12,32,2,0,0,0,0
Darmstadt,Nurnberg,2,0,6,11,2,0,0,0,0
Hansa Rostock,Magdeburg,3,1,17,17,2,0,0,0,0
Hamburg,Fortuna Dusseldorf,2,0,19,4,1,0,0,0,0
Braunschweig,Karlsruhe,2,1,15,8,1,0,0,0,0
Sandhausen,Hannover,2,3,20,14,0,1,0,0,0
Kaiserslautern,Darmstadt,3,3,14,8,0,1,0,0,0
Magdeburg,Greuther Furth,2,1,13,5,1,1,0,0,0
St Pauli,Sandhausen,1,1,22,6,1,0,0,0,0
Hannover,Braunschweig,1,1,11,14,0,0,0,0,0
Karlsruhe,Heidenheim,0,0,13,10,0,0,0,0,0
Paderborn,Regensburg,3,0,23,6,1,0,0,0,0
Fortuna Dusseldorf,Hansa Rostock,3,1,12,10,2,0,0,0,0
Holstein Kiel,Hamburg,2,3,22,12,0,1,0,0,0
Nurnberg,Bielefeld,1,0,20,6,0,0,0,0,0
Darmstadt,Bielefeld,1,1,14,12,1,0,0,0,0
Hansa Rostock,Hannover,0,1,16,11,0,1,0,0,0
Sandhausen,Kaiserslautern,0,0,11,11,0,0,0,0,0
Greuther Furth,St Pauli,2,2,10,15,0,1,0,0,0
Paderborn,Magdeburg,1,0,26,6,0,0,0,0,0
Regensburg,Holstein Kiel,0,0,8,11,0,0,0,0,0
Hamburg,Karlsruhe,1,0,16,11,1,0,0,0,0
Braunschweig,Nurnberg,4,2,18,15,2,2,0,0,0
Heidenheim,Fortuna Dusseldorf,2,1,15,15,1,0,0,0,0
Hannover,Greuther Furth,2,1,11,16,0,0,0,0,0
Holstein Kiel,Sandhausen,1,0,8,11,0,0,0,0,0
Kaiserslautern,Magdeburg,4,4,12,13,2,3,0,0,0
Darmstadt,Heidenheim,2,2,16,8,1,0,0,0,0
Karlsruhe,Hansa Rostock,2,0,21,10,2,0,0,0,0
St Pauli,Paderborn,2,2,20,13,0,1,0,0,0
Nurnberg,Hamburg,0,2,16,12,0,1,0,0,0
Bielefeld,Braunschweig,4,1,13,18,3,0,0,0,0
Fortuna Dusseldorf,Regensburg,4,0,15,12,0,0,0,0,0
Greuther Furth,Kaiserslautern,1,3,24,10,1,0,0,0,0
Hansa Rostock,St Pauli,2,0,12,14,2,0,0,0,0
Heidenheim,Bielefeld,1,1,16,6,1,1,0,0,0
Paderborn,Holstein Kiel,7,2,17,16,5,2,0,0,0
Regensburg,Karlsruhe,0,6,6,17,0,3,0,0,0
Sandhausen,Nurnberg,1,2,6,17,1,0,0,0,0
Braunschweig,Fortuna Dusseldorf,2,2,12,19,0,0,0,0,0
Hamburg,Darmstadt,1,2,15,22,0,2,0,0,0
Magdeburg,Hannover,0,4,21,16,0,2,0,0,0
Fortuna Dusseldorf,Greuther Furth,2,2,14,7,0,1,0,0,0
Hannover,Regensburg,1,0,15,15,0,0,0,0,0
St Pauli,Magdeburg,3,0,19,7,2,0,0,0,0
Bielefeld,Hamburg,0,2,14,15,0,1,0,0,0
Holstein Kiel,Braunschweig,3,0,16,18,1,0,0,0,0
Karlsruhe,Sandhausen,3,2,28,8,1,1,0,0,0
Darmstadt,Hansa Rostock,4,0,13,8,2,0,0,0,0
Kaiserslautern,Paderborn,0,1,7,17,0,0,0,0,0
Nurnberg,Heidenheim,0,3,10,17,0,1,0,0,0
Braunschweig,Darmstadt,0,1,8,23,0,0,0,0,0
Kaiserslautern,St Pauli,2,1,10,14,1,0,0,0,0
Magdeburg,Holstein Kiel,1,2,9,17,1,1,0,0,0
Hamburg,Heidenheim,1,0,12,15,1,0,0,0,0
Paderborn,Hannover,4,2,29,18,1,2,0,0,0
Regensburg,Nurnberg,0,0,7,13,0,0,0,0,0
Hansa Rostock,Bielefeld,2,1,17,14,1,0,0,0,0
Greuther Furth,Karlsruhe,1,1,10,9,0,0,0,0,0
Sandhausen,Fortuna Dusseldorf,1,0,9,13,0,0,0,0,0
Bielefeld,Regensburg,0,3,9,13,0,1,0,0,0
Hamburg,Hansa Rostock,0,1,17,12,0,0,0,0,0
Karlsruhe,Magdeburg,2,3,27,15,0,3,0,0,0
Heidenheim,Braunschweig,3,0,20,15,1,0,0,0,0
Holstein Kiel,Kaiserslautern,2,2,11,13,0,1,0,0,0
Nurnberg,Greuther Furth,2,0,17,9,1,0,0,0,0
Hannover,St Pauli,2,2,14,16,1,1,0,0,0
Darmstadt,Sandhausen,2,1,10,7,1,1,0,0,0
Fortuna Dusseldorf,Paderborn,2,1,6,11,2,1,0,0,0
Braunschweig,Hamburg,0,2,24,15,0,0,0,0,0
Hansa Rostock,Heidenheim,0,1,12,9,0,0,0,0,0
Paderborn,Karlsruhe,5,0,16,8,0,0,0,0,0
Greuther Furth,Holstein Kiel,2,2,24,4,0,1,0,0,0
Regensburg,Darmstadt,2,0,17,13,1,0,0,0,0
Sandhausen,Bielefeld,2,1,13,14,1,0,0,0,0
St Pauli,Nurnberg,3,2,16,12,3,0,0,0,0
Magdeburg,Fortuna Dusseldorf,1,2,13,16,0,1,0,0,0
Kaiserslautern,Hannover,2,1,11,13,1,0,0,0,0
Darmstadt,Paderborn,3,0,12,11,3,0,0,0,0
Dresden,Erzgebirge Aue,0,1,10,13,0,0,0,0,0
Hannover,Ingolstadt,3,2,12,17,1,1,0,0,0
Hansa Rostock,Hamburg,2,3,12,18,1,0,0,0,0
Heidenheim,Karlsruhe,2,0,15,12,2,0,0,0,0
Nurnberg,Schalke 04,1,2,17,12,0,1,0,0,0
Sandhausen,Holstein Kiel,3,1,16,11,3,0,0,0,0
St Pauli,Fortuna Dusseldorf,2,0,15,9,0,0,0,0,0
Werder Bremen,Regensburg,2,0,10,15,1,0,0,0,0
Erzgebirge Aue,Werder Bremen,0,3,10,12,0,0,0,0,0
Holstein Kiel,Nurnberg,3,0,14,12,2,0,0,0,0
Karlsruhe,Dresden,2,2,14,14,0,1,0,0,0
Hamburg,Hannover,2,1,21,9,2,1,0,0,0
Ingolstadt,Hansa Rostock,0,0,9,11,0,0,0,0,0
Regensburg,Heidenheim,0,2,20,14,0,0,0,0,0
Schalke 04,St Pauli,3,2,22,5,0,2,0,0,0
Fortuna Dusseldorf,Darmstadt,2,1,8,19,2,0,0,0,0
Paderborn,Sandhausen,2,0,16,12,1,0,0,0,0
Dresden,Regensburg,1,1,11,10,0,0,0,0,0
Hansa Rostock,Paderborn,0,0,13,13,0,0,0,0,0
Ingolstadt,Hamburg,0,4,7,19,0,2,0,0,0
Darmstadt,Erzgebirge Aue,6,0,19,3,4,0,0,0,0
Hannover,Karlsruhe,2,0,12,11,1,0,0,0,0
Heidenheim,Fortuna Dusseldorf,1,3,14,13,0,2,0,0,0
Sandhausen,Schalke 04,1,2,9,18,0,0,0,0,0
St Pauli,Nurnberg,1,1,15,10,0,0,0,0,0
Werder Bremen,Holstein Kiel,2,3,20,10,2,1,0,0,0
Erzgebirge Aue,Hansa Rostock,2,2,9,12,2,1,0,0,0
Nurnberg,Sandhausen,2,4,19,9,1,1,0,0,0
Paderborn,Hannover,3,0,15,17,2,0,0,0,0
Holstein Kiel,Heidenheim,1,1,9,13,0,0,0,0,0
Regensburg,Hamburg,2,4,19,17,0,1,0,0,0
Schalke 04,Werder Bremen,1,4,18,15,0,2,0,0,0
St Pauli,Darmstadt,1,2,22,9,0,2,0,0,0
Fortuna Dusseldorf,Dresden,2,2,20,9,2,0,0,0,0
Karlsruhe,Ingolstadt,2,2,24,11,0,1,0,0,0
Darmstadt,Schalke 04,2,5,21,14,2,3,0,0,0
Hansa Rostock,Regensburg,1,1,10,10,1,0,0,0,0
Heidenheim,Erzgebirge Aue,0,2,8,10,0,0,0,0,0
Ingolstadt,Paderborn,0,1,8,15,0,0,0,0,0
Werder Bremen,Nurnberg,1,1,16,7,0,1,0,0,0
Dresden,Holstein Kiel,0,0,14,11,0,0,0,0,0
Hannover,Fortuna Dusseldorf,0,0,11,12,0,0,0,0,0
Sandhausen,St Pauli,1,1,7,6,0,1,0,0,0
Hamburg,Karlsruhe,3,0,24,3,2,0,0,0,0
Holstein Kiel,Hamburg,1,0,4,16,1,0,0,0,0
Paderborn,Karlsruhe,2,2,13,14,1,1,0,0,0
Sandhausen,Dresden,2,1,10,10,1,0,0,0,0
Erzgebirge Aue,Hannover,1,3,13,12,0,2,0,0,0
Schalke 04,Heidenheim,3,0,21,19,1,0,0,0,0
St Pauli,Werder Bremen,1,1,11,15,1,0,0,0,0
Nurnberg,Darmstadt,3,1,14,18,1,0,0,0,0
Fortuna Dusseldorf,Hansa Rostock,3,0,13,6,1,0,0,0,0
Regensburg,Ingolstadt,1,1,17,5,0,1,0,0,0
Hamburg,Erzgebirge Aue,4,0,20,7,2,0,0,0,0
Heidenheim,Nurnberg,3,1,18,11,2,0,0,0,0
Karlsruhe,Fortuna Dusseldorf,2,2,11,11,0,2,0,0,0
Werder Bremen,Sandhausen,1,1,21,3,0,0,0,0,0
Darmstadt,Holstein Kiel,3,1,21,8,2,0,0,0,0
Hamburg,Paderborn,1,2,13,4,0,1,0,0,0
Hannover,Regensburg,1,1,18,11,1,1,0,0,0
Hansa Rostock,St Pauli,1,0,22,11,0,0,0,0,0
Dresden,Schalke 04,1,2,9,9,0,1,0,0,0
Ingolstadt,Erzgebirge Aue,3,2,10,5,2,0,0,0,0
Holstein Kiel,Ingolstadt,1,0,21,17,1,0,0,0,0
Nurnberg,Dresden,1,1,19,11,1,1,0,0,0
Regensburg,Paderborn,1,0,10,11,0,0,0,0,0
Fortuna Dusseldorf,Hamburg,1,1,17,13,0,0,0,0,0
Sandhausen,Hansa Rostock,0,1,16,8,0,0,0,0,0
Schalke 04,Hannover,2,1,18,8,1,0,0,0,0
Werder Bremen,Darmstadt,1,0,26,12,0,0,0,0,0
Erzgebirge Aue,Karlsruhe,0,3,15,9,0,0,0,0,0
St Pauli,Heidenheim,1,0,20,9,0,0,0,0,0
Hannover,Nurnberg,0,3,13,19,0,1,0,0,0
Ingolstadt,Schalke 04,0,3,9,17,0,0,0,0,0
Karlsruhe,Regensburg,1,1,16,15,0,1,0,0,0
Dresden,St Pauli,1,1,13,22,1,1,0,0,0
Paderborn,Fortuna Dusseldorf,1,1,18,15,0,1,0,0,0
Heidenheim,Werder Bremen,2,1,11,19,1,0,0,0,0
Darmstadt,Sandhausen,1,1,18,9,1,0,0,0,0
Hansa Rostock,Holstein Kiel,3,2,13,10,1,0,0,0,0
Erzgebirge Aue,Regensburg,1,0,17,13,1,0,0,0,0
Fortuna Dusseldorf,Ingolstadt,3,0,23,12,2,0,0,0,0
Werder Bremen,Dresden,2,1,16,15,2,1,0,0,0
Sandhausen,Hannover,3,1,18,7,2,1,0,0,0
Schalke 04,Hansa Rostock,3,4,26,9,2,2,0,0,0
St Pauli,Karlsruhe,3,1,15,11,3,0,0,0,0
Nurnberg,Hamburg,2,1,10,14,1,1,0,0,0
Darmstadt,Heidenheim,3,2,23,12,0,1,0,0,0
Holstein Kiel,Paderborn,3,4,16,12,1,1,0,0,0
Hamburg,Werder Bremen,2,3,13,15,0,1,0,0,0
Heidenheim,Sandhausen,1,1,18,9,1,1,0,0,0
Regensburg,Fortuna Dusseldorf,0,0,9,10,0,0,0,0,0
Hansa Rostock,Nurnberg,0,2,17,12,0,1,0,0,0
Ingolstadt,St Pauli,1,3,10,12,1,2,0,0,0
Karlsruhe,Schalke 04,1,1,18,16,1,1,0,0,0
Dresden,Darmstadt,0,1,13,23,0,0,0,0,0
Hannover,Holstein Kiel,2,0,25,20,0,0,0,0,0
Paderborn,Erzgebirge Aue,3,3,11,25,1,0,0,0,0
Darmstadt,Hansa Rostock,1,1,21,5,1,0,0,0,0
Fortuna Dusseldorf,Erzgebirge Aue,3,1,18,5,1,0,0,0,0
St Pauli,Hannover,0,3,11,17,0,1,0,0,0
Holstein Kiel,Karlsruhe,0,2,10,15,0,1,0,0,0
Sandhausen,Hamburg,1,1,4,10,1,0,0,0,0
Werder Bremen,Ingolstadt,1,1,22,13,0,0,0,0,0
Nurnberg,Regensburg,2,0,21,18,1,0,0,0,0
Dresden,Heidenheim,1,1,9,7,0,0,0,0,0
Schalke 04,Paderborn,2,0,15,14,1,0,0,0,0
Fortuna Dusseldorf,Schalke 04,2,1,21,11,0,1,0,0,0
Hannover,Darmstadt,2,2,17,16,1,1,0,0,0
Ingolstadt,Sandhausen,0,0,7,11,0,0,0,0,0
Hamburg,Heidenheim,2,0,13,10,0,0,0,0,0
Karlsruhe,Nurnberg,4,1,20,14,1,1,0,0,0
Paderborn,Dresden,0,0,18,11,0,0,0,0,0
Regensburg,St Pauli,2,3,22,12,0,2,0,0,0
Erzgebirge Aue,Holstein Kiel,2,3,12,12,0,2,0,0,0
Hansa Rostock,Werder Bremen,1,2,13,12,0,0,0,0,0
Karlsruhe,Sandhausen,0,2,15,12,0,1,0,0,0
Darmstadt,Hamburg,0,5,14,15,0,3,0,0,0
Dresden,Hansa Rostock,1,4,10,22,0,4,0,0,0
Holstein Kiel,Fortuna Dusseldorf,1,0,8,11,0,0,0,0,0
Sandhausen,Erzgebirge Aue,2,0,17,12,1,0,0,0,0
Schalke 04,Regensburg,2,1,11,13,0,1,0,0,0
Werder Bremen,Karlsruhe,2,1,21,12,0,0,0,0,0
St Pauli,Paderborn,2,2,8,14,2,1,0,0,0
Heidenheim,Hannover,3,1,15,7,2,1,0,0,0
Nurnberg,Ingolstadt,0,5,15,20,0,3,0,0,0
Hannover,Dresden,0,0,16,6,0,0,0,0,0
Regensburg,Holstein Kiel,1,2,18,16,1,1,0,0,0
Hansa Rostock,Heidenheim,0,0,15,6,0,0,0,0,0
Ingolstadt,Darmstadt,0,2,9,33,0,1,0,0,0
Paderborn,Werder Bremen,3,4,16,19,2,1,0,0,0
Erzgebirge Aue,Schalke 04,0,5,7,18,0,2,0,0,0
Fortuna Dusseldorf,Nurnberg,0,1,20,15,0,1,0,0,0
Hamburg,St Pauli,2,1,15,12,0,1,0,0,0
Heidenheim,Ingolstadt,2,1,11,14,1,0,0,0,0
Sandhausen,Regensburg,0,3,6,15,0,2,0,0,0
Schalke 04,Holstein Kiel,1,1,21,10,0,0,0,0,0
Nurnberg,Paderborn,1,2,14,16,0,2,0,0,0
St Pauli,Erzgebirge Aue,2,2,12,7,1,1,0,0,0
Werder Bremen,Fortuna Dusseldorf,3,0,18,4,0,0,0,0,0
Darmstadt,Karlsruhe,2,2,27,12,0,1,0,0,0
Dresden,Hamburg,1,1,19,10,0,1,0,0,0
Hansa Rostock,Hannover,0,1,13,5,0,0,0,0,0
Hannover,Werder Bremen,1,4,8,19,1,1,0,0,0
Karlsruhe,Hansa Rostock,2,2,9,18,2,1,0,0,0
Regensburg,Darmstadt,0,2,14,12,0,0,0,0,0
Erzgebirge Aue,Nurnberg,1,3,19,19,1,2,0,0,0
Ingolstadt,Dresden,3,0,13,5,2,0,0,0,0
Paderborn,Heidenheim,1,2,12,19,0,0,0,0,0
Hamburg,Schalke 04,1,1,8,30,1,0,0,0,0
Fortuna Dusseldorf,Sandhausen,0,1,14,4,0,1,0,0,0
Holstein Kiel,St Pauli,3,0,22,10,3,0,0,0,0
Erzgebirge Aue,Dresden,0,1,18,10,0,0,0,0,0
Hamburg,Hansa Rostock,3,0,17,13,2,0,0,0,0
Karlsruhe,Heidenheim,3,2,12,19,2,1,0,0,0
Holstein Kiel,Sandhausen,2,2,19,7,1,1,0,0,0
Ingolstadt,Hannover,1,2,8,13,1,2,0,0,0
Paderborn,Darmstadt,0,1,9,17,0,0,0,0,0
Fortuna Dusseldorf,St Pauli,1,1,7,13,0,0,0,0,0
Regensburg,Werder Bremen,2,3,17,17,1,1,0,0,0
Schalke 04,Nurnberg,4,1,25,9,1,0,0,0,0
Dresden,Karlsruhe,3,1,19,9,0,0,0,0,0
Hannover,Hamburg,1,0,7,10,1,0,0,0,0
Heidenheim,Regensburg,3,0,19,10,1,0,0,0,0
Hansa Rostock,Ingolstadt,1,1,21,6,0,1,0,0,0
Nurnberg,Holstein Kiel,2,1,17,15,1,0,0,0,0
Sandhausen,Paderborn,1,1,15,8,0,1,0,0,0
St Pauli,Schalke 04,2,1,15,13,2,0,0,0,0
Darmstadt,Fortuna Dusseldorf,1,3,20,9,0,2,0,0,0
Werder Bremen,Erzgebirge Aue,4,0,15,9,2,0,0,0,0
Hamburg,Ingolstadt,3,0,21,13,2,0,0,0,0
Nurnberg,St Pauli,2,3,19,13,1,2,0,0,0
Paderborn,Hansa Rostock,1,1,18,10,0,1,0,0,0
Erzgebirge Aue,Darmstadt,1,2,9,17,0,0,0,0,0
Karlsruhe,Hannover,4,0,14,13,3,0,0,0,0
Schalke 04,Sandhausen,5,2,26,7,0,0,0,0,0
Holstein Kiel,Werder Bremen,2,1,18,17,1,0,0,0,0
Fortuna Dusseldorf,Heidenheim,0,1,15,17,0,0,0,0,0
Regensburg,Dresden,3,1,16,14,1,0,0,0,0
St Pauli,Sandhausen,3,1,20,5,2,0,0,0,0
Dresden,Fortuna Dusseldorf,1,0,7,10,1,0,0,0,0
Heidenheim,Holstein Kiel,2,1,14,17,1,1,0,0,0
Ingolstadt,Karlsruhe,1,1,18,18,1,1,0,0,0
Darmstadt,St Pauli,4,0,12,12,4,0,0,0,0
Hamburg,Regensburg,4,1,15,16,2,1,0,0,0
Hansa Rostock,Erzgebirge Aue,1,2,17,8,1,1,0,0,0
Werder Bremen,Schalke 04,1,1,15,15,0,0,0,0,0
Hannover,Paderborn,0,0,17,15,0,0,0,0,0
Sandhausen,Nurnberg,1,2,10,15,0,0,0,0,0
Erzgebirge Aue,Heidenheim,2,0,12,12,2,0,0,0,0
Schalke 04,Darmstadt,2,4,19,17,1,2,0,0,0
Fortuna Dusseldorf,Hannover,1,1,16,11,1,0,0,0,0
Paderborn,Ingolstadt,2,1,20,14,0,0,0,0,0
Regensburg,Hansa Rostock,2,3,15,11,1,1,0,0,0
Karlsruhe,Hamburg,1,1,22,14,1,1,0,0,0
Holstein Kiel,Dresden,2,1,19,17,0,1,0,0,0
Nurnberg,Werder Bremen,1,2,8,18,1,0,0,0,0
Hansa Rostock,Fortuna Dusseldorf,2,1,11,7,1,0,0,0,0
Ingolstadt,Regensburg,0,3,12,7,0,1,0,0,0
Karlsruhe,Paderborn,2,4,19,11,0,4,0,0,0
Dresden,Sandhausen,0,1,17,11,0,0,0,0,0
Hannover,Erzgebirge Aue,1,1,11,18,1,1,0,0,0
Werder Bremen,St Pauli,1,1,13,15,0,0,0,0,0
Hamburg,Holstein Kiel,1,1,15,13,1,0,0,0,0
Darmstadt,Nurnberg,2,0,12,15,1,0,0,0,0
Heidenheim,Schalke 04,1,0,17,12,0,0,0,0,0
Regensburg,Hannover,3,1,13,16,2,0,0,0,0
Sandhausen,Werder Bremen,2,2,12,18,1,1,0,0,0
St Pauli,Hansa Rostock,4,0,17,5,2,0,0,0,0
Fortuna Dusseldorf,Karlsruhe,3,1,22,10,1,1,0,0,0
Holstein Kiel,Darmstadt,1,1,18,15,1,1,0,0,0
Nurnberg,Heidenheim,4,0,10,10,1,0,0,0,0
Schalke 04,Dresden,3,0,12,18,1,0,0,0,0
Erzgebirge Aue,Ingolstadt,1,0,19,9,0,0,0,0,0
Paderborn,Hamburg,1,2,13,24,1,1,0,0,0
Darmstadt,Werder Bremen,3,0,10,14,1,0,0,0,0
Dresden,Nurnberg,0,1,15,9,0,1,0,0,0
Hansa Rostock,Sandhausen,1,1,17,4,0,1,0,0,0
Heidenheim,St Pauli,2,4,10,11,1,0,0,0,0
Ingolstadt,Holstein Kiel,1,1,15,6,0,1,0,0,0
Karlsruhe,Erzgebirge Aue,2,1,11,13,0,0,0,0,0
Hamburg,Fortuna Dusseldorf,1,1,21,7,1,0,0,0,0
Hannover,Schalke 04,0,1,1,22,0,0,0,0,0
Paderborn,Regensburg,1,1,16,15,0,1,0,0,0
Sandhausen,Darmstadt,1,6,6,17,1,2,0,0,0
Schalke 04,Ingolstadt,3,0,11,9,1,0,0,0,0
St Pauli,Dresden,3,0,17,6,1,0,0,0,0
Fortuna Dusseldorf,Paderborn,2,3,22,22,1,1,0,0,0
Holstein Kiel,Hansa Rostock,0,2,12,7,0,2,0,0,0
Regensburg,Karlsruhe,2,2,15,14,0,1,0,0,0
Nurnberg,Hannover,0,0,18,12,0,0,0,0,0
Erzgebirge Aue,Hamburg,1,1,10,9,1,0,0,0,0
Werder Bremen,Heidenheim,3,0,11,9,0,0,0,0,0
Dresden,Werder Bremen,3,0,12,14,1,0,0,0,0
Hamburg,Nurnberg,2,2,16,8,1,1,0,0,0
Hannover,Sandhausen,1,2,18,10,0,0,0,0,0
Ingolstadt,Fortuna Dusseldorf,1,2,11,13,0,0,0,0,0
Karlsruhe,St Pauli,1,3,17,15,0,2,0,0,0
Paderborn,Holstein Kiel,1,2,12,22,1,0,0,0,0
Hansa Rostock,Schalke 04,0,2,14,14,0,1,0,0,0
Heidenheim,Darmstadt,2,1,18,15,1,0,0,0,0
Regensburg,Erzgebirge Aue,3,2,17,14,2,0,0,0,0
Darmstadt,Dresden,1,0,13,9,1,0,0,0,0
Erzgebirge Aue,Paderborn,1,4,14,15,0,3,0,0,0
St Pauli,Ingolstadt,4,1,20,9,1,0,0,0,0
Fortuna Dusseldorf,Regensburg,1,1,15,8,1,1,0,0,0
Holstein Kiel,Hannover,0,3,8,17,0,3,0,0,0
Sandhausen,Heidenheim,1,3,9,17,0,2,0,0,0
Werder Bremen,Hamburg,0,2,19,5,0,2,0,0,0
Nurnberg,Hansa Rostock,1,0,10,15,0,0,0,0,0
Schalke 04,Karlsruhe,1,2,12,9,1,1,0,0,0
Erzgebirge Aue,Fortuna Dusseldorf,0,1,15,18,0,1,0,0,0
Hansa Rostock,Darmstadt,2,1,13,12,1,0,0,0,0
Heidenheim,Dresden,2,1,21,14,1,0,0,0,0
Paderborn,Schalke 04,0,1,14,17,0,0,0,0,0
Regensburg,Nurnberg,2,2,15,14,1,1,0,0,0
Hannover,St Pauli,1,0,14,9,1,0,0,0,0
Ingolstadt,Werder Bremen,0,3,11,18,0,2,0,0,0
Karlsruhe,Holstein Kiel,2,2,22,14,1,0,0,0,0
Hamburg,Sandhausen,2,1,25,9,0,0,0,0,0
Dresden,Paderborn,0,3,14,10,0,3,0,0,0
St Pauli,Regensburg,2,0,22,8,0,0,0,0,0
Werder Bremen,Hansa Rostock,3,0,21,4,1,0,0,0,0
