League,Date,HomeTeam,AwayTeam,FullTimeGoal,HalfTimeGoal
E2,04/02/2023,Portsmouth,Barnsley,2,0
E2,04/02/2023,Sheffield Weds,Plymouth,1,1
E2,07/02/2023,Port Vale,Accrington,2,0
E2,11/02/2023,Barnsley,Cambridge,2,1
E2,11/02/2023,Burton,Exeter,1,0
E2,11/02/2023,Charlton,Fleetwood Town,3,2
E2,11/02/2023,Cheltenham,Accrington,0,0
E2,11/02/2023,Ipswich,Sheffield Weds,4,3
E2,11/02/2023,Lincoln,Bristol Rvs,1,1
E2,11/02/2023,Milton Keynes Dons,Oxford,2,1
E2,11/02/2023,Morecambe,Forest Green,2,0
E2,11/02/2023,Peterboro,Bolton,5,2
E2,11/02/2023,Plymouth,Portsmouth,4,1
E2,11/02/2023,Shrewsbury,Port Vale,5,4
E2,11/02/2023,Wycombe,Derby,5,1
E2,14/02/2023,Accrington,Wycombe,2,1
E2,14/02/2023,Bolton,Milton Keynes Dons,5,3
E2,14/02/2023,Bristol Rvs,Ipswich,0,0
E2,14/02/2023,Cambridge,Cheltenham,3,0
E2,14/02/2023,Derby,Lincoln,2,1
E2,14/02/2023,Exeter,Shrewsbury,0,0
E2,14/02/2023,Fleetwood Town,Peterboro,1,1
E2,14/02/2023,Forest Green,Charlton,1,1
E2,14/02/2023,Oxford,Plymouth,4,2
E2,14/02/2023,Port Vale,Barnsley,4,3
E2,14/02/2023,Portsmouth,Burton,1,0
E2,14/02/2023,Sheffield Weds,Morecambe,3,2
E2,18/02/2023,Accrington,Shrewsbury,1,1
E2,18/02/2023,Bristol Rvs,Burton,3,2
E2,18/02/2023,Cambridge,Oxford,1,1
E2,18/02/2023,Cheltenham,Barnsley,4,3
E2,18/02/2023,Derby,Charlton,2,1
E2,18/02/2023,Ipswich,Forest Green,4,2
E2,18/02/2023,Lincoln,Portsmouth,0,0
E2,18/02/2023,Morecambe,Peterboro,3,3
E2,18/02/2023,Plymouth,Fleetwood Town,0,0
E2,18/02/2023,Port Vale,Exeter,1,0
E2,18/02/2023,Sheffield Weds,Milton Keynes Dons,7,3
E2,18/02/2023,Wycombe,Bolton,1,1
E2,21/02/2023,Fleetwood Town,Cambridge,1,0
E2,21/02/2023,Morecambe,Port Vale,1,0
E2,25/02/2023,Oxford,Bristol Rvs,3,2
E2,25/02/2023,Barnsley,Derby,5,4
E2,25/02/2023,Bolton,Port Vale,3,3
E2,25/02/2023,Burton,Accrington,0,0
E2,25/02/2023,Charlton,Sheffield Weds,1,1
E2,25/02/2023,Exeter,Cambridge,2,1
E2,25/02/2023,Fleetwood Town,Morecambe,1,1
E2,25/02/2023,Forest Green,Lincoln,2,1
E2,25/02/2023,Milton Keynes Dons,Ipswich,1,1
E2,25/02/2023,Peterboro,Plymouth,7,3
E2,25/02/2023,Portsmouth,Cheltenham,4,3
E2,25/02/2023,Shrewsbury,Wycombe,2,1
E2,28/02/2023,Derby,Cheltenham,2,1
E2,28/02/2023,Lincoln,Milton Keynes Dons,2,1
E2,28/02/2023,Peterboro,Charlton,0,0
E2,28/02/2023,Portsmouth,Bolton,4,0
E2,04/03/2023,Morecambe,Bolton,0,0
E2,04/03/2023,Accrington,Forest Green,3,2
E2,04/03/2023,Bristol Rvs,Barnsley,0,0
E2,04/03/2023,Cambridge,Portsmouth,1,0
E2,04/03/2023,Cheltenham,Fleetwood Town,1,0
E2,04/03/2023,Derby,Shrewsbury,4,2
E2,04/03/2023,Ipswich,Burton,4,3
E2,04/03/2023,Lincoln,Oxford,1,1
E2,04/03/2023,Plymouth,Charlton,2,0
E2,04/03/2023,Port Vale,Milton Keynes Dons,1,1
E2,04/03/2023,Sheffield Weds,Peterboro,1,0
E2,04/03/2023,Wycombe,Exeter,2,1
E2,07/03/2023,Barnsley,Portsmouth,4,2
E2,07/03/2023,Cambridge,Morecambe,2,2
E2,07/03/2023,Cheltenham,Lincoln,0,0
E2,07/03/2023,Ipswich,Accrington,3,1
E2,07/03/2023,Peterboro,Shrewsbury,3,2
E2,07/03/2023,Wycombe,Fleetwood Town,2,1
E2,07/03/2023,Plymouth,Derby,3,1
E2,11/03/2023,Barnsley,Plymouth,3,0
E2,11/03/2023,Bolton,Ipswich,2,1
E2,11/03/2023,Burton,Wycombe,3,2
E2,11/03/2023,Charlton,Accrington,2,2
E2,11/03/2023,Exeter,Lincoln,3,2
E2,11/03/2023,Fleetwood Town,Port Vale,2,0
E2,11/03/2023,Forest Green,Bristol Rvs,4,3
E2,11/03/2023,Milton Keynes Dons,Cambridge,1,1
E2,11/03/2023,Oxford,Derby,5,3
E2,11/03/2023,Peterboro,Cheltenham,3,2
E2,11/03/2023,Portsmouth,Sheffield Weds,1,1
E2,11/03/2023,Shrewsbury,Morecambe,4,3
E2,14/03/2023,Accrington,Portsmouth,4,1
E2,14/03/2023,Bristol Rvs,Wycombe,2,1
E2,14/03/2023,Burton,Peterboro,7,4
E2,14/03/2023,Morecambe,Charlton,5,3
E2,17/03/2023,Sheffield Weds,Bolton,2,2
E2,18/03/2023,Lincoln,Peterboro,3,1
E2,18/03/2023,Accrington,Milton Keynes Dons,1,1
E2,18/03/2023,Bristol Rvs,Portsmouth,2,1
E2,18/03/2023,Cambridge,Charlton,3,2
E2,18/03/2023,Cheltenham,Exeter,4,1
E2,18/03/2023,Derby,Fleetwood Town,2,2
E2,18/03/2023,Ipswich,Shrewsbury,2,1
E2,18/03/2023,Morecambe,Oxford,2,1
E2,18/03/2023,Plymouth,Forest Green,2,1
E2,18/03/2023,Port Vale,Burton,5,2
E2,18/03/2023,Wycombe,Barnsley,1,0
E2,21/03/2023,Accrington,Plymouth,2,1
E2,21/03/2023,Barnsley,Sheffield Weds,6,3
E2,25/03/2023,Charlton,Wycombe,2,1
E2,25/03/2023,Exeter,Accrington,5,1
E2,25/03/2023,Fleetwood Town,Lincoln,3,2
E2,25/03/2023,Milton Keynes Dons,Morecambe,1,0
E2,25/03/2023,Peterboro,Derby,2,0
E2,25/03/2023,Portsmouth,Port Vale,4,2
E2,26/03/2023,Forest Green,Sheffield Weds,1,1
E2,28/03/2023,Exeter,Barnsley,4,2
E2,29/03/2023,Cheltenham,Sheffield Weds,4,0
E2,01/04/2023,Barnsley,Morecambe,5,3
E2,01/04/2023,Charlton,Shrewsbury,6,3
E2,01/04/2023,Cheltenham,Burton,0,0
E2,01/04/2023,Derby,Ipswich,2,1
E2,01/04/2023,Fleetwood Town,Exeter,4,3
E2,01/04/2023,Peterboro,Oxford,0,0
E2,01/04/2023,Port Vale,Cambridge,2,0
E2,01/04/2023,Portsmouth,Forest Green,1,0
E2,01/04/2023,Sheffield Weds,Lincoln,2,2
E2,01/04/2023,Wycombe,Milton Keynes Dons,4,2
E2,07/04/2023,Accrington,Port Vale,3,2
E2,07/04/2023,Bristol Rvs,Charlton,1,0
E2,07/04/2023,Burton,Barnsley,3,0
E2,07/04/2023,Cambridge,Fleetwood Town,3,1
E2,07/04/2023,Exeter,Bolton,1,1
E2,07/04/2023,Forest Green,Derby,2,1
E2,07/04/2023,Ipswich,Wycombe,4,2
E2,07/04/2023,Lincoln,Cheltenham,2,1
E2,07/04/2023,Milton Keynes Dons,Portsmouth,2,1
E2,07/04/2023,Morecambe,Plymouth,4,1
E2,07/04/2023,Oxford,Sheffield Weds,2,1
E2,07/04/2023,Shrewsbury,Peterboro,3,1
E2,10/04/2023,Barnsley,Shrewsbury,3,2
E2,10/04/2023,Bolton,Cambridge,2,0
E2,10/04/2023,Charlton,Burton,5,3
E2,10/04/2023,Cheltenham,Ipswich,2,0
E2,10/04/2023,Derby,Milton Keynes Dons,2,1
E2,10/04/2023,Fleetwood Town,Bristol Rvs,3,1
E2,10/04/2023,Peterboro,Exeter,4,2
E2,10/04/2023,Plymouth,Lincoln,2,1
E2,10/04/2023,Port Vale,Oxford,0,0
E2,10/04/2023,Portsmouth,Morecambe,0,0
E2,10/04/2023,Sheffield Weds,Accrington,3,1
E2,10/04/2023,Wycombe,Forest Green,2,1
E2,15/04/2023,Exeter,Plymouth,1,0
E2,15/04/2023,Cambridge,Peterboro,2,1
E2,15/04/2023,Accrington,Fleetwood Town,7,2
E2,15/04/2023,Bristol Rvs,Derby,2,1
E2,15/04/2023,Burton,Sheffield Weds,5,4
E2,15/04/2023,Forest Green,Barnsley,6,3
E2,15/04/2023,Ipswich,Charlton,6,2
E2,15/04/2023,Lincoln,Port Vale,5,4
E2,15/04/2023,Milton Keynes Dons,Cheltenham,4,2
E2,15/04/2023,Morecambe,Wycombe,1,0
E2,15/04/2023,Oxford,Bolton,1,1
E2,15/04/2023,Shrewsbury,Portsmouth,2,0
E2,18/04/2023,Accrington,Peterboro,3,2
E2,18/04/2023,Bristol Rvs,Sheffield Weds,3,2
E2,18/04/2023,Burton,Bolton,2,1
E2,18/04/2023,Cambridge,Wycombe,3,2
E2,18/04/2023,Exeter,Derby,3,0
E2,18/04/2023,Forest Green,Fleetwood Town,0,0
E2,18/04/2023,Ipswich,Port Vale,3,1
E2,18/04/2023,Lincoln,Barnsley,0,0
E2,18/04/2023,Milton Keynes Dons,Charlton,1,0
E2,18/04/2023,Oxford,Portsmouth,2,2
E2,18/04/2023,Shrewsbury,Plymouth,3,0
E2,22/04/2023,Barnsley,Oxford,2,1
E2,22/04/2023,Bolton,Shrewsbury,1,0
E2,22/04/2023,Charlton,Morecambe,5,2
E2,22/04/2023,Cheltenham,Forest Green,4,3
E2,22/04/2023,Derby,Burton,1,0
E2,22/04/2023,Fleetwood Town,Milton Keynes Dons,1,1
E2,22/04/2023,Peterboro,Ipswich,3,1
E2,22/04/2023,Plymouth,Cambridge,4,2
E2,22/04/2023,Port Vale,Bristol Rvs,2,2
E2,22/04/2023,Portsmouth,Accrington,1,0
E2,22/04/2023,Sheffield Weds,Exeter,3,0
E2,22/04/2023,Wycombe,Lincoln,2,1
E2,25/04/2023,Barnsley,Ipswich,3,2
E2,25/04/2023,Bolton,Accrington,1,1
E2,25/04/2023,Lincoln,Burton,1,0
E2,25/04/2023,Oxford,Cheltenham,4,1
E2,25/04/2023,Plymouth,Bristol Rvs,2,0
E2,29/04/2023,Accrington,Cambridge,3,1
E2,29/04/2023,Bolton,Fleetwood Town,2,1
E2,29/04/2023,Charlton,Port Vale,5,1
E2,29/04/2023,Derby,Portsmouth,2,1
E2,29/04/2023,Forest Green,Oxford,3,1
E2,29/04/2023,Ipswich,Exeter,6,5
E2,29/04/2023,Milton Keynes Dons,Barnsley,8,1
E2,29/04/2023,Morecambe,Lincoln,5,1
E2,29/04/2023,Peterboro,Bristol Rvs,0,0
E2,29/04/2023,Plymouth,Burton,1,1
E2,29/04/2023,Shrewsbury,Sheffield Weds,3,1
E2,29/04/2023,Wycombe,Cheltenham,3,1
E2,02/05/2023,Shrewsbury,Bristol Rvs,3,1
E2,03/05/2023,Burton,Cambridge,1,1
E2,07/05/2023,Barnsley,Peterboro,2,1
E2,07/05/2023,Bristol Rvs,Bolton,5,2
E2,07/05/2023,Burton,Milton Keynes Dons,0,0
E2,07/05/2023,Cambridge,Forest Green,2,2
E2,07/05/2023,Cheltenham,Charlton,4,1
E2,07/05/2023,Exeter,Morecambe,5,0
E2,07/05/2023,Fleetwood Town,Ipswich,4,0
E2,07/05/2023,Lincoln,Shrewsbury,1,0
E2,07/05/2023,Oxford,Accrington,3,1
E2,07/05/2023,Port Vale,Plymouth,4,3
E2,07/05/2023,Portsmouth,Wycombe,4,2
E2,07/05/2023,Sheffield Weds,Derby,1,1
F1,05/08/2022,Lyon,Ajaccio,3,3
F1,06/08/2022,Strasbourg,Monaco,3,1
F1,06/08/2022,Clermont,Paris SG,5,3
F1,07/08/2022,Toulouse,Nice,2,1
F1,07/08/2022,Angers,Nantes,0,0
F1,07/08/2022,Lens,Brest,5,1
F1,07/08/2022,Lille,Auxerre,5,3
F1,07/08/2022,Montpellier,Troyes,5,4
F1,07/08/2022,Rennes,Lorient,1,0
F1,07/08/2022,Marseille,Reims,5,2
F1,12/08/2022,Nantes,Lille,2,1
F1,13/08/2022,Monaco,Rennes,2,0
F1,13/08/2022,Paris SG,Montpellier,7,2
F1,14/08/2022,Ajaccio,Lens,0,0
F1,14/08/2022,Auxerre,Angers,4,3
F1,14/08/2022,Reims,Clermont,6,2
F1,14/08/2022,Troyes,Toulouse,3,1
F1,14/08/2022,Nice,Strasbourg,2,1
F1,14/08/2022,Brest,Marseille,2,1
F1,19/08/2022,Lyon,Troyes,5,2
F1,20/08/2022,Monaco,Lens,5,3
F1,20/08/2022,Marseille,Nantes,3,0
F1,21/08/2022,Strasbourg,Reims,2,1
F1,21/08/2022,Angers,Brest,4,2
F1,21/08/2022,Clermont,Nice,1,1
F1,21/08/2022,Montpellier,Auxerre,3,1
F1,21/08/2022,Toulouse,Lorient,4,2
F1,21/08/2022,Rennes,Ajaccio,3,1
F1,21/08/2022,Lille,Paris SG,8,4
F1,26/08/2022,Ajaccio,Lille,4,2
F1,27/08/2022,Auxerre,Strasbourg,1,1
F1,27/08/2022,Lens,Rennes,3,0
F1,28/08/2022,Nantes,Toulouse,4,1
F1,28/08/2022,Brest,Montpellier,7,5
F1,28/08/2022,Lorient,Clermont,3,2
F1,28/08/2022,Nice,Marseille,3,3
F1,28/08/2022,Troyes,Angers,4,1
F1,28/08/2022,Reims,Lyon,2,1
F1,28/08/2022,Paris SG,Monaco,2,1
F1,31/08/2022,Angers,Reims,6,2
F1,31/08/2022,Lyon,Auxerre,3,1
F1,31/08/2022,Monaco,Troyes,6,3
F1,31/08/2022,Montpellier,Ajaccio,2,1
F1,31/08/2022,Strasbourg,Nantes,2,1
F1,31/08/2022,Lens,Lorient,7,3
F1,31/08/2022,Lille,Nice,3,3
F1,31/08/2022,Marseille,Clermont,1,0
F1,31/08/2022,Rennes,Brest,4,0
F1,31/08/2022,Toulouse,Paris SG,3,1
F1,03/09/2022,Auxerre,Marseille,2,1
F1,03/09/2022,Lyon,Angers,5,2
F1,03/09/2022,Nantes,Paris SG,3,1
F1,04/09/2022,Montpellier,Lille,4,2
F1,04/09/2022,Ajaccio,Lorient,1,0
F1,04/09/2022,Brest,Strasbourg,2,2
F1,04/09/2022,Clermont,Toulouse,2,0
F1,04/09/2022,Reims,Lens,2,0
F1,04/09/2022,Troyes,Rennes,2,1
F1,04/09/2022,Nice,Monaco,1,0
F1,07/09/2022,Lorient,Lyon,4,3
F1,09/09/2022,Lens,Troyes,1,1
F1,10/09/2022,Paris SG,Brest,1,1
F1,10/09/2022,Marseille,Lille,3,2
F1,11/09/2022,Strasbourg,Clermont,0,0
F1,11/09/2022,Ajaccio,Nice,1,0
F1,11/09/2022,Angers,Montpellier,3,2
F1,11/09/2022,Lorient,Nantes,5,2
F1,11/09/2022,Toulouse,Reims,1,1
F1,11/09/2022,Rennes,Auxerre,5,1
F1,11/09/2022,Monaco,Lyon,3,0
F1,16/09/2022,Auxerre,Lorient,4,3
F1,17/09/2022,Montpellier,Strasbourg,3,1
F1,17/09/2022,Lille,Toulouse,3,1
F1,18/09/2022,Reims,Monaco,3,0
F1,18/09/2022,Brest,Ajaccio,1,0
F1,18/09/2022,Clermont,Troyes,4,2
F1,18/09/2022,Marseille,Rennes,2,1
F1,18/09/2022,Nice,Angers,1,1
F1,18/09/2022,Nantes,Lens,0,0
F1,18/09/2022,Lyon,Paris SG,1,1
F1,30/09/2022,Angers,Marseille,3,1
F1,01/10/2022,Strasbourg,Rennes,4,1
F1,01/10/2022,Paris SG,Nice,3,1
F1,02/10/2022,Lorient,Lille,3,1
F1,02/10/2022,Ajaccio,Clermont,4,1
F1,02/10/2022,Auxerre,Brest,2,0
F1,02/10/2022,Toulouse,Montpellier,6,4
F1,02/10/2022,Troyes,Reims,4,1
F1,02/10/2022,Monaco,Nantes,5,3
F1,02/10/2022,Lens,Lyon,1,0
F1,07/10/2022,Lyon,Toulouse,2,1
F1,08/10/2022,Marseille,Ajaccio,3,2
F1,08/10/2022,Reims,Paris SG,0,0
F1,09/10/2022,Montpellier,Monaco,2,1
F1,09/10/2022,Angers,Strasbourg,5,3
F1,09/10/2022,Brest,Lorient,3,2
F1,09/10/2022,Clermont,Auxerre,3,0
F1,09/10/2022,Nice,Troyes,5,2
F1,09/10/2022,Rennes,Nantes,3,1
F1,09/10/2022,Lille,Lens,1,1
F1,14/10/2022,Strasbourg,Lille,3,1
F1,15/10/2022,Lorient,Reims,0,0
F1,15/10/2022,Lens,Montpellier,1,0
F1,16/10/2022,Toulouse,Angers,5,3
F1,16/10/2022,Auxerre,Nice,2,2
F1,16/10/2022,Nantes,Brest,5,3
F1,16/10/2022,Rennes,Lyon,5,2
F1,16/10/2022,Troyes,Ajaccio,2,0
F1,16/10/2022,Monaco,Clermont,2,1
F1,16/10/2022,Paris SG,Marseille,1,1
F1,21/10/2022,Ajaccio,Paris SG,3,1
F1,22/10/2022,Montpellier,Lyon,3,1
F1,22/10/2022,Marseille,Lens,1,0
F1,23/10/2022,Angers,Rennes,3,1
F1,23/10/2022,Clermont,Brest,4,1
F1,23/10/2022,Reims,Auxerre,3,2
F1,23/10/2022,Toulouse,Strasbourg,4,1
F1,23/10/2022,Troyes,Lorient,4,1
F1,23/10/2022,Nice,Nantes,2,0
F1,23/10/2022,Lille,Monaco,7,4
F1,28/10/2022,Lens,Toulouse,3,0
F1,29/10/2022,Paris SG,Troyes,7,2
F1,29/10/2022,Strasbourg,Marseille,4,2
F1,30/10/2022,Auxerre,Ajaccio,1,1
F1,30/10/2022,Brest,Reims,0,0
F1,30/10/2022,Monaco,Angers,2,0
F1,30/10/2022,Nantes,Clermont,2,0
F1,30/10/2022,Rennes,Montpellier,3,2
F1,30/10/2022,Lorient,Nice,3,1
F1,30/10/2022,Lyon,Lille,1,0
F1,04/11/2022,Troyes,Auxerre,2,1
F1,05/11/2022,Ajaccio,Strasbourg,6,6
F1,05/11/2022,Angers,Lens,3,1
F1,06/11/2022,Lorient,Paris SG,3,1
F1,06/11/2022,Clermont,Montpellier,2,1
F1,06/11/2022,Nice,Brest,1,0
F1,06/11/2022,Reims,Nantes,1,0
F1,06/11/2022,Toulouse,Monaco,2,0
F1,06/11/2022,Lille,Rennes,2,1
F1,06/11/2022,Marseille,Lyon,1,1
F1,11/11/2022,Lyon,Nice,2,1
F1,12/11/2022,Lens,Clermont,3,1
F1,12/11/2022,Rennes,Toulouse,3,1
F1,13/11/2022,Paris SG,Auxerre,5,1
F1,13/11/2022,Brest,Troyes,3,0
F1,13/11/2022,Lille,Angers,1,1
F1,13/11/2022,Montpellier,Reims,2,0
F1,13/11/2022,Nantes,Ajaccio,4,0
F1,13/11/2022,Strasbourg,Lorient,2,1
F1,13/11/2022,Monaco,Marseille,5,2
F1,28/12/2022,Ajaccio,Angers,1,1
F1,28/12/2022,Troyes,Nantes,0,0
F1,28/12/2022,Auxerre,Monaco,5,2
F1,28/12/2022,Clermont,Lille,2,0
F1,28/12/2022,Brest,Lyon,6,4
F1,28/12/2022,Paris SG,Strasbourg,3,1
F1,29/12/2022,Lorient,Montpellier,2,2
F1,29/12/2022,Reims,Rennes,4,3
F1,29/12/2022,Marseille,Toulouse,7,2
F1,29/12/2022,Nice,Lens,0,0
F1,01/01/2023,Angers,Lorient,3,1
F1,01/01/2023,Monaco,Brest,1,0
F1,01/01/2023,Nantes,Auxerre,1,0
F1,01/01/2023,Toulouse,Ajaccio,2,0
F1,01/01/2023,Lyon,Clermont,1,0
F1,01/01/2023,Lens,Paris SG,4,3
F1,02/01/2023,Strasbourg,Troyes,5,3
F1,02/01/2023,Lille,Reims,2,1
F1,02/01/2023,Montpellier,Marseille,3,0
F1,02/01/2023,Rennes,Nice,3,2
F1,11/01/2023,Ajaccio,Reims,1,1
F1,11/01/2023,Auxerre,Toulouse,5,3
F1,11/01/2023,Brest,Lille,0,0
F1,11/01/2023,Clermont,Rennes,3,1
F1,11/01/2023,Nantes,Lyon,0,0
F1,11/01/2023,Lorient,Monaco,4,0
F1,11/01/2023,Nice,Montpellier,7,2
F1,11/01/2023,Paris SG,Angers,2,1
F1,11/01/2023,Strasbourg,Lens,4,4
F1,11/01/2023,Troyes,Marseille,2,1
F1,14/01/2023,Lens,Auxerre,1,0
F1,14/01/2023,Marseille,Lorient,4,2
F1,14/01/2023,Lyon,Strasbourg,3,3
F1,15/01/2023,Lille,Troyes,6,2
F1,15/01/2023,Angers,Clermont,3,1
F1,15/01/2023,Montpellier,Nantes,3,1
F1,15/01/2023,Reims,Nice,0,0
F1,15/01/2023,Toulouse,Brest,2,1
F1,15/01/2023,Monaco,Ajaccio,8,6
F1,15/01/2023,Rennes,Paris SG,1,0
F1,27/01/2023,Lorient,Rennes,3,2
F1,28/01/2023,Troyes,Lens,2,0
F1,28/01/2023,Marseille,Monaco,2,1
F1,29/01/2023,Nice,Lille,1,1
F1,29/01/2023,Auxerre,Montpellier,2,0
F1,29/01/2023,Brest,Angers,4,2
F1,29/01/2023,Clermont,Nantes,0,0
F1,29/01/2023,Strasbourg,Toulouse,3,2
F1,29/01/2023,Ajaccio,Lyon,2,1
F1,29/01/2023,Paris SG,Reims,2,0
F1,01/02/2023,Angers,Ajaccio,3,1
F1,01/02/2023,Lille,Clermont,0,0
F1,01/02/2023,Nantes,Marseille,2,0
F1,01/02/2023,Reims,Lorient,6,3
F1,01/02/2023,Toulouse,Troyes,5,3
F1,01/02/2023,Lens,Nice,1,0
F1,01/02/2023,Lyon,Brest,0,0
F1,01/02/2023,Monaco,Auxerre,5,2
F1,01/02/2023,Montpellier,Paris SG,4,0
F1,01/02/2023,Rennes,Strasbourg,3,2
F1,04/02/2023,Paris SG,Toulouse,3,2
F1,04/02/2023,Troyes,Lyon,4,1
F1,04/02/2023,Rennes,Lille,4,1
F1,05/02/2023,Clermont,Monaco,2,2
F1,05/02/2023,Ajaccio,Nantes,2,0
F1,05/02/2023,Auxerre,Reims,0,0
F1,05/02/2023,Lorient,Angers,0,0
F1,05/02/2023,Strasbourg,Montpellier,2,2
F1,05/02/2023,Brest,Lens,2,0
F1,05/02/2023,Marseille,Nice,4,2
F1,10/02/2023,Nice,Ajaccio,3,1
F1,11/02/2023,Monaco,Paris SG,4,4
F1,11/02/2023,Clermont,Marseille,2,1
F1,12/02/2023,Toulouse,Rennes,4,3
F1,12/02/2023,Angers,Auxerre,2,2
F1,12/02/2023,Lille,Strasbourg,2,2
F1,12/02/2023,Montpellier,Brest,3,2
F1,12/02/2023,Reims,Troyes,4,2
F1,12/02/2023,Nantes,Lorient,1,0
F1,12/02/2023,Lyon,Lens,3,2
F1,17/02/2023,Auxerre,Lyon,3,1
F1,18/02/2023,Nice,Reims,0,0
F1,18/02/2023,Strasbourg,Angers,3,2
F1,19/02/2023,Paris SG,Lille,7,3
F1,19/02/2023,Brest,Monaco,3,1
F1,19/02/2023,Lorient,Ajaccio,3,2
F1,19/02/2023,Rennes,Clermont,2,1
F1,19/02/2023,Troyes,Montpellier,1,0
F1,19/02/2023,Lens,Nantes,4,3
F1,19/02/2023,Toulouse,Marseille,5,1
F1,24/02/2023,Lille,Brest,3,1
F1,25/02/2023,Angers,Lyon,4,1
F1,25/02/2023,Montpellier,Lens,2,1
F1,26/02/2023,Lorient,Auxerre,1,0
F1,26/02/2023,Ajaccio,Troyes,3,1
F1,26/02/2023,Clermont,Strasbourg,2,1
F1,26/02/2023,Nantes,Rennes,1,1
F1,26/02/2023,Reims,Toulouse,3,2
F1,26/02/2023,Monaco,Nice,3,3
F1,26/02/2023,Marseille,Paris SG,3,2
F1,03/03/2023,Nice,Auxerre,2,2
F1,04/03/2023,Lens,Lille,2,1
F1,04/03/2023,Paris SG,Nantes,6,4
F1,05/03/2023,Troyes,Monaco,4,1
F1,05/03/2023,Montpellier,Angers,5,3
F1,05/03/2023,Reims,Ajaccio,1,0
F1,05/03/2023,Strasbourg,Brest,1,1
F1,05/03/2023,Toulouse,Clermont,1,0
F1,05/03/2023,Lyon,Lorient,0,0
F1,05/03/2023,Rennes,Marseille,1,0
F1,10/03/2023,Lille,Lyon,6,0
F1,11/03/2023,Auxerre,Rennes,0,0
F1,11/03/2023,Brest,Paris SG,3,2
F1,12/03/2023,Clermont,Lens,4,3
F1,12/03/2023,Ajaccio,Montpellier,1,0
F1,12/03/2023,Angers,Toulouse,2,1
F1,12/03/2023,Lorient,Troyes,2,1
F1,12/03/2023,Nantes,Nice,4,2
F1,12/03/2023,Monaco,Reims,1,0
F1,12/03/2023,Marseille,Strasbourg,4,0
F1,17/03/2023,Lyon,Nantes,2,2
F1,18/03/2023,Toulouse,Lille,2,0
F1,18/03/2023,Lens,Angers,3,2
F1,19/03/2023,Ajaccio,Monaco,2,1
F1,19/03/2023,Montpellier,Clermont,3,1
F1,19/03/2023,Nice,Lorient,2,1
F1,19/03/2023,Strasbourg,Auxerre,2,1
F1,19/03/2023,Troyes,Brest,4,3
F1,19/03/2023,Paris SG,Rennes,2,1
F1,19/03/2023,Reims,Marseille,3,3
F1,31/03/2023,Marseille,Montpellier,2,2
F1,01/04/2023,Auxerre,Troyes,1,0
F1,01/04/2023,Rennes,Lens,1,1
F1,02/04/2023,Lille,Lorient,4,1
F1,02/04/2023,Angers,Nice,2,2
F1,02/04/2023,Brest,Toulouse,4,2
F1,02/04/2023,Clermont,Ajaccio,3,1
F1,02/04/2023,Nantes,Reims,3,2
F1,02/04/2023,Monaco,Strasbourg,7,3
F1,02/04/2023,Paris SG,Lyon,1,0
F1,07/04/2023,Lens,Strasbourg,3,1
F1,08/04/2023,Angers,Lille,1,0
F1,08/04/2023,Nice,Paris SG,2,1
F1,09/04/2023,Lyon,Rennes,4,1
F1,09/04/2023,Ajaccio,Auxerre,3,3
F1,09/04/2023,Montpellier,Toulouse,3,1
F1,09/04/2023,Reims,Brest,2,1
F1,09/04/2023,Troyes,Clermont,2,2
F1,09/04/2023,Nantes,Monaco,4,2
F1,09/04/2023,Lorient,Marseille,0,0
F1,14/04/2023,Toulouse,Lyon,3,2
F1,15/04/2023,Rennes,Reims,3,2
F1,15/04/2023,Paris SG,Lens,4,3
F1,16/04/2023,Lille,Montpellier,3,1
F1,16/04/2023,Auxerre,Nantes,3,2
F1,16/04/2023,Brest,Nice,1,1
F1,16/04/2023,Clermont,Angers,3,3
F1,16/04/2023,Strasbourg,Ajaccio,4,1
F1,16/04/2023,Monaco,Lorient,4,2
F1,16/04/2023,Marseille,Troyes,4,2
F1,21/04/2023,Angers,Paris SG,3,2
F1,22/04/2023,Auxerre,Lille,2,1
F1,22/04/2023,Lens,Monaco,3,2
F1,23/04/2023,Reims,Strasbourg,2,2
F1,23/04/2023,Ajaccio,Brest,0,0
F1,23/04/2023,Lorient,Toulouse,1,0
F1,23/04/2023,Nantes,Troyes,4,1
F1,23/04/2023,Nice,Clermont,3,2
F1,23/04/2023,Montpellier,Rennes,1,0
F1,23/04/2023,Lyon,Marseille,3,1
F1,28/04/2023,Strasbourg,Lyon,3,3
F1,29/04/2023,Lille,Ajaccio,3,3
F1,30/04/2023,Monaco,Montpellier,4,1
F1,30/04/2023,Clermont,Reims,1,1
F1,30/04/2023,Rennes,Angers,6,4
F1,30/04/2023,Troyes,Nice,1,1
F1,30/04/2023,Paris SG,Lorient,4,3
F1,30/04/2023,Marseille,Auxerre,3,1
F1,02/05/2023,Toulouse,Lens,1,1
F1,03/05/2023,Brest,Nantes,2,2
F1,06/05/2023,Nice,Rennes,3,0
F1,06/05/2023,Reims,Lille,1,1
F1,06/05/2023,Lens,Marseille,3,1
F1,07/05/2023,Angers,Monaco,3,1
F1,07/05/2023,Ajaccio,Toulouse,0,0
F1,07/05/2023,Auxerre,Clermont,2,1
F1,07/05/2023,Lorient,Brest,3,1
F1,07/05/2023,Nantes,Strasbourg,2,1
F1,07/05/2023,Lyon,Montpellier,9,3
