League,Date,HomeTeam,AwayTeam,FullTimeGoal,HalfTimeGoal
D1,05/08/2022,Ein Frankfurt,Bayern Munich,7,5
D1,06/08/2022,Augsburg,Freiburg,4,0
D1,06/08/2022,Bochum,Mainz,3,2
D1,06/08/2022,M'gladbach,Hoffenheim,4,2
D1,06/08/2022,Union Berlin,Hertha,4,1
D1,06/08/2022,Wolfsburg,Werder Bremen,4,3
D1,06/08/2022,Dortmund,Leverkusen,1,1
D1,07/08/2022,Stuttgart,RB Leipzig,2,2
D1,07/08/2022,FC Koln,Schalke 04,4,0
D1,12/08/2022,Freiburg,Dortmund,4,1
D1,13/08/2022,Hertha,Ein Frankfurt,2,1
D1,13/08/2022,Hoffenheim,Bochum,5,4
D1,13/08/2022,Leverkusen,Augsburg,3,2
D1,13/08/2022,RB Leipzig,FC Koln,4,2
D1,13/08/2022,Werder Bremen,Stuttgart,4,2
D1,13/08/2022,Schalke 04,M'gladbach,4,1
D1,14/08/2022,Mainz,Union Berlin,0,0
D1,14/08/2022,Bayern Munich,Wolfsburg,2,2
D1,19/08/2022,M'gladbach,Hertha,1,1
D1,20/08/2022,Augsburg,Mainz,3,2
D1,20/08/2022,Dortmund,Werder Bremen,5,1
D1,20/08/2022,Leverkusen,Hoffenheim,3,2
D1,20/08/2022,Stuttgart,Freiburg,1,1
D1,20/08/2022,Wolfsburg,Schalke 04,0,0
D1,20/08/2022,Union Berlin,RB Leipzig,3,2
D1,21/08/2022,Ein Frankfurt,FC Koln,2,0
D1,21/08/2022,Bochum,Bayern Munich,7,4
D1,26/08/2022,Freiburg,Bochum,1,0
D1,27/08/2022,Hertha,Dortmund,1,1
D1,27/08/2022,Hoffenheim,Augsburg,1,1
D1,27/08/2022,Mainz,Leverkusen,3,3
D1,27/08/2022,RB Leipzig,Wolfsburg,2,1
D1,27/08/2022,Schalke 04,Union Berlin,7,4
D1,27/08/2022,Bayern Munich,M'gladbach,2,1
D1,28/08/2022,FC Koln,Stuttgart,0,0
D1,28/08/2022,Werder Bremen,Ein Frankfurt,7,5
D1,02/09/2022,Dortmund,Hoffenheim,1,1
D1,03/09/2022,Bochum,Werder Bremen,2,0
D1,03/09/2022,Leverkusen,Freiburg,5,1
D1,03/09/2022,Stuttgart,Schalke 04,2,2
D1,03/09/2022,Union Berlin,Bayern Munich,2,2
D1,03/09/2022,Wolfsburg,FC Koln,6,4
D1,03/09/2022,Ein Frankfurt,RB Leipzig,4,2
D1,04/09/2022,Augsburg,Hertha,2,0
D1,04/09/2022,M'gladbach,Mainz,1,0
D1,09/09/2022,Werder Bremen,Augsburg,1,0
D1,10/09/2022,Bayern Munich,Stuttgart,4,1
D1,10/09/2022,Ein Frankfurt,Wolfsburg,1,0
D1,10/09/2022,Hertha,Leverkusen,4,0
D1,10/09/2022,Hoffenheim,Mainz,5,0
D1,10/09/2022,RB Leipzig,Dortmund,3,2
D1,10/09/2022,Schalke 04,Bochum,4,1
D1,11/09/2022,FC Koln,Union Berlin,1,1
D1,11/09/2022,Freiburg,M'gladbach,0,0
D1,16/09/2022,Mainz,Hertha,2,1
D1,17/09/2022,Augsburg,Bayern Munich,1,0
D1,17/09/2022,Dortmund,Schalke 04,1,0
D1,17/09/2022,Leverkusen,Werder Bremen,2,0
D1,17/09/2022,Stuttgart,Ein Frankfurt,4,1
D1,17/09/2022,M'gladbach,RB Leipzig,3,2
D1,18/09/2022,Union Berlin,Wolfsburg,2,0
D1,18/09/2022,Bochum,FC Koln,2,1
D1,18/09/2022,Hoffenheim,Freiburg,0,0
D1,30/09/2022,Bayern Munich,Leverkusen,4,3
D1,01/10/2022,Ein Frankfurt,Union Berlin,2,2
D1,01/10/2022,FC Koln,Dortmund,5,1
D1,01/10/2022,Freiburg,Mainz,3,2
D1,01/10/2022,RB Leipzig,Bochum,4,2
D1,01/10/2022,Wolfsburg,Stuttgart,5,4
D1,01/10/2022,Werder Bremen,M'gladbach,6,4
D1,02/10/2022,Hertha,Hoffenheim,2,2
D1,02/10/2022,Schalke 04,Augsburg,5,3
D1,07/10/2022,Hoffenheim,Werder Bremen,3,2
D1,08/10/2022,Augsburg,Wolfsburg,2,1
D1,08/10/2022,Bochum,Ein Frankfurt,3,0
D1,08/10/2022,Leverkusen,Schalke 04,4,2
D1,08/10/2022,Mainz,RB Leipzig,2,1
D1,08/10/2022,Dortmund,Bayern Munich,4,1
D1,09/10/2022,M'gladbach,FC Koln,7,3
D1,09/10/2022,Hertha,Freiburg,4,2
D1,09/10/2022,Stuttgart,Union Berlin,1,0
D1,14/10/2022,Schalke 04,Hoffenheim,3,2
D1,15/10/2022,Ein Frankfurt,Leverkusen,6,1
D1,15/10/2022,Stuttgart,Bochum,5,3
D1,15/10/2022,Werder Bremen,Mainz,2,1
D1,15/10/2022,Wolfsburg,M'gladbach,4,2
D1,15/10/2022,RB Leipzig,Hertha,5,3
D1,16/10/2022,FC Koln,Augsburg,5,1
D1,16/10/2022,Union Berlin,Dortmund,2,2
D1,16/10/2022,Bayern Munich,Freiburg,5,2
D1,21/10/2022,Mainz,FC Koln,5,3
D1,22/10/2022,Augsburg,RB Leipzig,6,1
D1,22/10/2022,Dortmund,Stuttgart,5,3
D1,22/10/2022,Freiburg,Werder Bremen,2,0
D1,22/10/2022,Hoffenheim,Bayern Munich,2,2
D1,22/10/2022,Leverkusen,Wolfsburg,4,2
D1,22/10/2022,M'gladbach,Ein Frankfurt,4,3
D1,23/10/2022,Bochum,Union Berlin,3,1
D1,23/10/2022,Hertha,Schalke 04,3,0
D1,28/10/2022,Werder Bremen,Hertha,1,0
D1,29/10/2022,Bayern Munich,Mainz,8,4
D1,29/10/2022,RB Leipzig,Leverkusen,2,1
D1,29/10/2022,Stuttgart,Augsburg,3,2
D1,29/10/2022,Wolfsburg,Bochum,4,2
D1,29/10/2022,Ein Frankfurt,Dortmund,3,2
D1,30/10/2022,Union Berlin,M'gladbach,3,1
D1,30/10/2022,Schalke 04,Freiburg,2,1
D1,30/10/2022,FC Koln,Hoffenheim,2,2
D1,04/11/2022,M'gladbach,Stuttgart,4,3
D1,05/11/2022,Augsburg,Ein Frankfurt,3,2
D1,05/11/2022,Dortmund,Bochum,3,3
D1,05/11/2022,Hertha,Bayern Munich,5,5
D1,05/11/2022,Hoffenheim,RB Leipzig,4,1
D1,05/11/2022,Mainz,Wolfsburg,3,1
D1,05/11/2022,Werder Bremen,Schalke 04,3,1
D1,06/11/2022,Leverkusen,Union Berlin,5,0
D1,06/11/2022,Freiburg,FC Koln,2,0
D1,08/11/2022,Wolfsburg,Dortmund,2,1
D1,08/11/2022,Bayern Munich,Werder Bremen,7,5
D1,08/11/2022,Bochum,M'gladbach,3,2
D1,08/11/2022,Stuttgart,Hertha,3,2
D1,09/11/2022,FC Koln,Leverkusen,3,1
D1,09/11/2022,Ein Frankfurt,Hoffenheim,6,4
D1,09/11/2022,RB Leipzig,Freiburg,4,0
D1,09/11/2022,Schalke 04,Mainz,1,1
D1,09/11/2022,Union Berlin,Augsburg,4,4
D1,11/11/2022,M'gladbach,Dortmund,6,5
D1,12/11/2022,Augsburg,Bochum,1,0
D1,12/11/2022,Hertha,FC Koln,2,1
D1,12/11/2022,Hoffenheim,Wolfsburg,3,2
D1,12/11/2022,Leverkusen,Stuttgart,2,1
D1,12/11/2022,Werder Bremen,RB Leipzig,3,1
D1,12/11/2022,Schalke 04,Bayern Munich,2,1
D1,13/11/2022,Mainz,Ein Frankfurt,2,1
D1,13/11/2022,Freiburg,Union Berlin,5,4
D1,20/01/2023,RB Leipzig,Bayern Munich,2,1
D1,21/01/2023,Bochum,Hertha,4,2
D1,21/01/2023,Ein Frankfurt,Schalke 04,3,1
D1,21/01/2023,Stuttgart,Mainz,2,2
D1,21/01/2023,Union Berlin,Hoffenheim,4,1
D1,21/01/2023,Wolfsburg,Freiburg,6,3
D1,21/01/2023,FC Koln,Werder Bremen,8,6
D1,22/01/2023,Dortmund,Augsburg,7,4
D1,22/01/2023,M'gladbach,Leverkusen,5,2
D1,24/01/2023,Schalke 04,RB Leipzig,7,4
D1,24/01/2023,Bayern Munich,FC Koln,2,1
D1,24/01/2023,Hertha,Wolfsburg,5,3
D1,24/01/2023,Hoffenheim,Stuttgart,4,2
D1,25/01/2023,Mainz,Dortmund,3,2
D1,25/01/2023,Augsburg,M'gladbach,1,0
D1,25/01/2023,Freiburg,Ein Frankfurt,2,1
D1,25/01/2023,Leverkusen,Bochum,2,1
D1,25/01/2023,Werder Bremen,Union Berlin,3,2
D1,27/01/2023,RB Leipzig,Stuttgart,3,1
D1,28/01/2023,Freiburg,Augsburg,4,3
D1,28/01/2023,Hertha,Union Berlin,2,1
D1,28/01/2023,Hoffenheim,M'gladbach,5,2
D1,28/01/2023,Mainz,Bochum,7,3
D1,28/01/2023,Werder Bremen,Wolfsburg,3,1
D1,28/01/2023,Bayern Munich,Ein Frankfurt,2,1
D1,29/01/2023,Schalke 04,FC Koln,0,0
D1,29/01/2023,Leverkusen,Dortmund,2,1
D1,03/02/2023,Augsburg,Leverkusen,1,0
D1,04/02/2023,Bochum,Hoffenheim,7,3
D1,04/02/2023,Dortmund,Freiburg,6,2
D1,04/02/2023,Ein Frankfurt,Hertha,3,2
D1,04/02/2023,FC Koln,RB Leipzig,0,0
D1,04/02/2023,Union Berlin,Mainz,3,1
D1,04/02/2023,M'gladbach,Schalke 04,0,0
D1,05/02/2023,Stuttgart,Werder Bremen,2,0
D1,05/02/2023,Wolfsburg,Bayern Munich,6,4
D1,10/02/2023,Schalke 04,Wolfsburg,0,0
D1,11/02/2023,Bayern Munich,Bochum,3,1
D1,11/02/2023,Freiburg,Stuttgart,3,1
D1,11/02/2023,Hoffenheim,Leverkusen,4,1
D1,11/02/2023,Mainz,Augsburg,4,3
D1,11/02/2023,Werder Bremen,Dortmund,2,0
D1,11/02/2023,RB Leipzig,Union Berlin,3,1
D1,12/02/2023,Hertha,M'gladbach,5,2
D1,12/02/2023,FC Koln,Ein Frankfurt,3,0
D1,17/02/2023,Augsburg,Hoffenheim,1,0
D1,18/02/2023,Bochum,Freiburg,2,1
D1,18/02/2023,M'gladbach,Bayern Munich,5,2
D1,18/02/2023,Stuttgart,FC Koln,3,1
D1,18/02/2023,Wolfsburg,RB Leipzig,3,1
D1,18/02/2023,Ein Frankfurt,Werder Bremen,2,1
D1,19/02/2023,Union Berlin,Schalke 04,0,0
D1,19/02/2023,Dortmund,Hertha,5,2
D1,19/02/2023,Leverkusen,Mainz,5,3
D1,24/02/2023,Mainz,M'gladbach,4,1
D1,25/02/2023,FC Koln,Wolfsburg,2,1
D1,25/02/2023,Hertha,Augsburg,2,0
D1,25/02/2023,Hoffenheim,Dortmund,1,1
D1,25/02/2023,RB Leipzig,Ein Frankfurt,3,2
D1,25/02/2023,Werder Bremen,Bochum,3,2
D1,25/02/2023,Schalke 04,Stuttgart,3,2
D1,26/02/2023,Freiburg,Leverkusen,2,1
D1,26/02/2023,Bayern Munich,Union Berlin,3,3
D1,03/03/2023,Dortmund,RB Leipzig,3,2
D1,04/03/2023,Augsburg,Werder Bremen,3,2
D1,04/03/2023,Bochum,Schalke 04,2,1
D1,04/03/2023,Mainz,Hoffenheim,1,1
D1,04/03/2023,M'gladbach,Freiburg,0,0
D1,04/03/2023,Union Berlin,FC Koln,0,0
D1,04/03/2023,Stuttgart,Bayern Munich,3,1
D1,05/03/2023,Leverkusen,Hertha,5,2
D1,05/03/2023,Wolfsburg,Ein Frankfurt,4,4
D1,10/03/2023,FC Koln,Bochum,2,1
D1,11/03/2023,Bayern Munich,Augsburg,8,5
D1,11/03/2023,Ein Frankfurt,Stuttgart,2,0
D1,11/03/2023,Hertha,Mainz,2,1
D1,11/03/2023,RB Leipzig,M'gladbach,3,0
D1,11/03/2023,Schalke 04,Dortmund,4,1
D1,12/03/2023,Freiburg,Hoffenheim,3,1
D1,12/03/2023,Werder Bremen,Leverkusen,5,2
D1,12/03/2023,Wolfsburg,Union Berlin,2,0
D1,17/03/2023,M'gladbach,Werder Bremen,4,0
D1,18/03/2023,Augsburg,Schalke 04,2,0
D1,18/03/2023,Bochum,RB Leipzig,1,0
D1,18/03/2023,Hoffenheim,Hertha,4,2
D1,18/03/2023,Stuttgart,Wolfsburg,1,0
D1,18/03/2023,Dortmund,FC Koln,7,5
D1,19/03/2023,Union Berlin,Ein Frankfurt,2,0
D1,19/03/2023,Leverkusen,Bayern Munich,3,1
D1,19/03/2023,Mainz,Freiburg,2,0
D1,31/03/2023,Ein Frankfurt,Bochum,2,2
D1,01/04/2023,Freiburg,Hertha,2,0
D1,01/04/2023,RB Leipzig,Mainz,3,1
D1,01/04/2023,Schalke 04,Leverkusen,3,0
D1,01/04/2023,Union Berlin,Stuttgart,3,0
D1,01/04/2023,Wolfsburg,Augsburg,4,2
D1,01/04/2023,Bayern Munich,Dortmund,6,3
D1,02/04/2023,FC Koln,M'gladbach,0,0
D1,02/04/2023,Werder Bremen,Hoffenheim,3,0
D1,08/04/2023,Augsburg,FC Koln,4,3
D1,08/04/2023,Dortmund,Union Berlin,3,1
D1,08/04/2023,Freiburg,Bayern Munich,1,0
D1,08/04/2023,Leverkusen,Ein Frankfurt,4,2
D1,08/04/2023,Mainz,Werder Bremen,4,0
D1,08/04/2023,Hertha,RB Leipzig,1,1
D1,09/04/2023,M'gladbach,Wolfsburg,2,1
D1,09/04/2023,Bochum,Stuttgart,5,1
D1,09/04/2023,Hoffenheim,Schalke 04,2,1
D1,14/04/2023,Schalke 04,Hertha,7,3
D1,15/04/2023,Bayern Munich,Hoffenheim,2,1
D1,15/04/2023,FC Koln,Mainz,2,1
D1,15/04/2023,RB Leipzig,Augsburg,5,4
D1,15/04/2023,Stuttgart,Dortmund,6,2
D1,15/04/2023,Ein Frankfurt,M'gladbach,2,1
D1,16/04/2023,Werder Bremen,Freiburg,3,0
D1,16/04/2023,Union Berlin,Bochum,2,1
D1,16/04/2023,Wolfsburg,Leverkusen,0,0
D1,21/04/2023,Augsburg,Stuttgart,2,1
D1,22/04/2023,Bochum,Wolfsburg,6,3
D1,22/04/2023,Hertha,Werder Bremen,6,2
D1,22/04/2023,Hoffenheim,FC Koln,4,2
D1,22/04/2023,Mainz,Bayern Munich,4,1
D1,22/04/2023,Dortmund,Ein Frankfurt,4,3
D1,23/04/2023,Freiburg,Schalke 04,4,2
D1,23/04/2023,Leverkusen,RB Leipzig,2,1
D1,23/04/2023,M'gladbach,Union Berlin,1,0
D1,28/04/2023,Bochum,Dortmund,2,2
D1,29/04/2023,Ein Frankfurt,Augsburg,2,1
D1,29/04/2023,FC Koln,Freiburg,1,0
D1,29/04/2023,RB Leipzig,Hoffenheim,1,1
D1,29/04/2023,Stuttgart,M'gladbach,3,1
D1,29/04/2023,Union Berlin,Leverkusen,0,0
D1,29/04/2023,Schalke 04,Werder Bremen,3,1
D1,30/04/2023,Bayern Munich,Hertha,2,0
D1,30/04/2023,Wolfsburg,Mainz,3,3
D1,05/05/2023,Leverkusen,FC Koln,3,3
D1,05/05/2023,Mainz,Schalke 04,5,1
D1,06/05/2023,Augsburg,Union Berlin,1,0
D1,06/05/2023,Freiburg,RB Leipzig,1,0
D1,06/05/2023,Hertha,Stuttgart,3,3
D1,06/05/2023,Hoffenheim,Ein Frankfurt,4,3
D1,06/05/2023,M'gladbach,Bochum,2,1
D1,06/05/2023,Werder Bremen,Bayern Munich,3,0
D1,07/05/2023,Dortmund,Wolfsburg,6,3
D1,12/05/2023,FC Koln,Hertha,7,5
D1,13/05/2023,Bayern Munich,Schalke 04,6,2
D1,13/05/2023,Bochum,Augsburg,5,2
D1,13/05/2023,Ein Frankfurt,Mainz,3,2
D1,13/05/2023,Union Berlin,Freiburg,6,3
D1,13/05/2023,Wolfsburg,Hoffenheim,3,1
D1,13/05/2023,Dortmund,M'gladbach,7,4
D1,14/05/2023,Stuttgart,Leverkusen,2,0
D1,14/05/2023,RB Leipzig,Werder Bremen,3,0
D1,18/09/2020,Bayern Munich,Schalke 04,8,3
D1,19/09/2020,Ein Frankfurt,Bielefeld,2,0
D1,19/09/2020,FC Koln,Hoffenheim,5,3
D1,19/09/2020,Stuttgart,Freiburg,5,2
D1,19/09/2020,Union Berlin,Augsburg,4,1
D1,19/09/2020,Werder Bremen,Hertha,5,2
D1,19/09/2020,Dortmund,M'gladbach,3,1
D1,20/09/2020,RB Leipzig,Mainz,4,2
D1,20/09/2020,Wolfsburg,Leverkusen,0,0
D1,25/09/2020,Hertha,Ein Frankfurt,4,2
D1,26/09/2020,Augsburg,Dortmund,2,1
D1,26/09/2020,Bielefeld,FC Koln,1,0
D1,26/09/2020,Leverkusen,RB Leipzig,2,2
D1,26/09/2020,Mainz,Stuttgart,5,2
D1,26/09/2020,M'gladbach,Union Berlin,2,0
D1,26/09/2020,Schalke 04,Werder Bremen,4,2
D1,27/09/2020,Hoffenheim,Bayern Munich,5,3
D1,27/09/2020,Freiburg,Wolfsburg,2,2
D1,02/10/2020,Union Berlin,Mainz,4,1
D1,03/10/2020,Dortmund,Freiburg,4,1
D1,03/10/2020,Ein Frankfurt,Hoffenheim,3,1
D1,03/10/2020,FC Koln,M'gladbach,4,2
D1,03/10/2020,Stuttgart,Leverkusen,2,1
D1,03/10/2020,Werder Bremen,Bielefeld,1,1
D1,03/10/2020,RB Leipzig,Schalke 04,4,3
D1,04/10/2020,Wolfsburg,Augsburg,0,0
D1,04/10/2020,Bayern Munich,Hertha,7,1
D1,17/10/2020,Augsburg,RB Leipzig,2,1
D1,17/10/2020,Freiburg,Werder Bremen,2,2
D1,17/10/2020,Hertha,Stuttgart,2,1
D1,17/10/2020,Hoffenheim,Dortmund,1,0
D1,17/10/2020,Mainz,Leverkusen,1,1
D1,17/10/2020,Bielefeld,Bayern Munich,5,3
D1,17/10/2020,M'gladbach,Wolfsburg,2,0
D1,18/10/2020,FC Koln,Ein Frankfurt,2,1
D1,18/10/2020,Schalke 04,Union Berlin,2,0
D1,23/10/2020,Stuttgart,FC Koln,2,2
D1,24/10/2020,Bayern Munich,Ein Frankfurt,5,2
D1,24/10/2020,Mainz,M'gladbach,5,3
D1,24/10/2020,RB Leipzig,Hertha,3,2
D1,24/10/2020,Union Berlin,Freiburg,2,2
D1,24/10/2020,Dortmund,Schalke 04,3,0
D1,25/10/2020,Wolfsburg,Bielefeld,3,2
D1,25/10/2020,Werder Bremen,Hoffenheim,2,2
D1,26/10/2020,Leverkusen,Augsburg,4,1
D1,30/10/2020,Schalke 04,Stuttgart,2,1
D1,31/10/2020,Augsburg,Mainz,4,1
D1,31/10/2020,Bielefeld,Dortmund,2,0
D1,31/10/2020,Ein Frankfurt,Werder Bremen,2,0
D1,31/10/2020,FC Koln,Bayern Munich,3,2
D1,31/10/2020,M'gladbach,RB Leipzig,1,0
D1,01/11/2020,Freiburg,Leverkusen,6,3
D1,01/11/2020,Hertha,Wolfsburg,2,2
D1,02/11/2020,Hoffenheim,Union Berlin,4,0
D1,06/11/2020,Werder Bremen,FC Koln,2,0
D1,07/11/2020,Augsburg,Hertha,3,1
D1,07/11/2020,Mainz,Schalke 04,4,3
D1,07/11/2020,RB Leipzig,Freiburg,3,1
D1,07/11/2020,Stuttgart,Ein Frankfurt,4,2
D1,07/11/2020,Union Berlin,Bielefeld,5,3
D1,07/11/2020,Dortmund,Bayern Munich,5,2
D1,08/11/2020,Wolfsburg,Hoffenheim,3,2
D1,08/11/2020,Leverkusen,M'gladbach,7,4
D1,21/11/2020,Bayern Munich,Werder Bremen,2,1
D1,21/11/2020,Bielefeld,Leverkusen,3,1
D1,21/11/2020,Hoffenheim,Stuttgart,6,3
D1,21/11/2020,M'gladbach,Augsburg,2,1
D1,21/11/2020,Schalke 04,Wolfsburg,2,2
D1,21/11/2020,Ein Frankfurt,RB Leipzig,2,1
D1,21/11/2020,Hertha,Dortmund,7,1
D1,22/11/2020,Freiburg,Mainz,4,3
D1,22/11/2020,FC Koln,Union Berlin,3,2
D1,27/11/2020,Wolfsburg,Werder Bremen,8,5
D1,28/11/2020,Augsburg,Freiburg,2,0
D1,28/11/2020,Dortmund,FC Koln,3,1
D1,28/11/2020,RB Leipzig,Bielefeld,3,1
D1,28/11/2020,Stuttgart,Bayern Munich,4,3
D1,28/11/2020,Union Berlin,Ein Frankfurt,6,4
D1,28/11/2020,M'gladbach,Schalke 04,5,3
D1,29/11/2020,Leverkusen,Hertha,0,0
D1,29/11/2020,Mainz,Hoffenheim,2,1
D1,04/12/2020,Hertha,Union Berlin,4,1
D1,05/12/2020,Bielefeld,Mainz,3,2
D1,05/12/2020,Ein Frankfurt,Dortmund,2,1
D1,05/12/2020,FC Koln,Wolfsburg,4,3
D1,05/12/2020,Freiburg,M'gladbach,4,2
D1,05/12/2020,Bayern Munich,RB Leipzig,6,4
D1,06/12/2020,Werder Bremen,Stuttgart,3,1
D1,06/12/2020,Schalke 04,Leverkusen,3,1
D1,07/12/2020,Hoffenheim,Augsburg,4,2
D1,11/12/2020,Wolfsburg,Ein Frankfurt,3,0
D1,12/12/2020,Dortmund,Stuttgart,6,2
D1,12/12/2020,Freiburg,Bielefeld,2,0
D1,12/12/2020,Mainz,FC Koln,1,0
D1,12/12/2020,M'gladbach,Hertha,2,0
D1,12/12/2020,RB Leipzig,Werder Bremen,2,2
D1,12/12/2020,Union Berlin,Bayern Munich,2,1
D1,13/12/2020,Augsburg,Schalke 04,4,1
D1,13/12/2020,Leverkusen,Hoffenheim,5,2
D1,15/12/2020,Ein Frankfurt,M'gladbach,6,4
D1,15/12/2020,Hertha,Mainz,0,0
D1,15/12/2020,Stuttgart,Union Berlin,4,1
D1,15/12/2020,Werder Bremen,Dortmund,3,2
D1,16/12/2020,Schalke 04,Freiburg,2,0
D1,16/12/2020,Bayern Munich,Wolfsburg,3,2
D1,16/12/2020,Bielefeld,Augsburg,1,0
D1,16/12/2020,FC Koln,Leverkusen,4,2
D1,16/12/2020,Hoffenheim,RB Leipzig,1,0
D1,18/12/2020,Union Berlin,Dortmund,3,0
D1,19/12/2020,Augsburg,Ein Frankfurt,2,0
D1,19/12/2020,Mainz,Werder Bremen,1,0
D1,19/12/2020,M'gladbach,Hoffenheim,3,1
D1,19/12/2020,RB Leipzig,FC Koln,0,0
D1,19/12/2020,Schalke 04,Bielefeld,1,0
D1,19/12/2020,Leverkusen,Bayern Munich,3,2
D1,20/12/2020,Freiburg,Hertha,5,1
D1,20/12/2020,Wolfsburg,Stuttgart,1,0
D1,02/01/2021,Bielefeld,M'gladbach,1,0
D1,02/01/2021,Ein Frankfurt,Leverkusen,3,2
D1,02/01/2021,FC Koln,Augsburg,1,0
D1,02/01/2021,Hoffenheim,Freiburg,4,3
D1,02/01/2021,Werder Bremen,Union Berlin,2,2
D1,02/01/2021,Hertha,Schalke 04,3,1
D1,02/01/2021,Stuttgart,RB Leipzig,1,0
D1,03/01/2021,Dortmund,Wolfsburg,2,0
D1,03/01/2021,Bayern Munich,Mainz,7,2
D1,08/01/2021,M'gladbach,Bayern Munich,5,4
D1,09/01/2021,Freiburg,FC Koln,5,2
D1,09/01/2021,Leverkusen,Werder Bremen,2,0
D1,09/01/2021,Mainz,Ein Frankfurt,2,1
D1,09/01/2021,Schalke 04,Hoffenheim,4,1
D1,09/01/2021,Union Berlin,Wolfsburg,4,2
D1,09/01/2021,RB Leipzig,Dortmund,4,0
D1,10/01/2021,Augsburg,Stuttgart,5,2
D1,10/01/2021,Bielefeld,Hertha,1,0
D1,15/01/2021,Union Berlin,Leverkusen,1,0
D1,16/01/2021,Dortmund,Mainz,2,0
D1,16/01/2021,FC Koln,Hertha,0,0
D1,16/01/2021,Hoffenheim,Bielefeld,0,0
D1,16/01/2021,Werder Bremen,Augsburg,2,0
D1,16/01/2021,Wolfsburg,RB Leipzig,4,3
D1,16/01/2021,Stuttgart,M'gladbach,4,1
D1,17/01/2021,Bayern Munich,Freiburg,3,1
D1,17/01/2021,Ein Frankfurt,Schalke 04,4,2
D1,19/01/2021,M'gladbach,Werder Bremen,1,0
D1,19/01/2021,Hertha,Hoffenheim,3,1
D1,19/01/2021,Leverkusen,Dortmund,3,1
D1,19/01/2021,Mainz,Wolfsburg,2,0
D1,20/01/2021,Schalke 04,FC Koln,3,1
D1,20/01/2021,Augsburg,Bayern Munich,1,1
D1,20/01/2021,Bielefeld,Stuttgart,3,1
D1,20/01/2021,Freiburg,Ein Frankfurt,4,2
D1,20/01/2021,RB Leipzig,Union Berlin,1,0
D1,22/01/2021,M'gladbach,Dortmund,6,4
D1,23/01/2021,Augsburg,Union Berlin,3,2
D1,23/01/2021,Bielefeld,Ein Frankfurt,6,4
D1,23/01/2021,Freiburg,Stuttgart,3,3
D1,23/01/2021,Leverkusen,Wolfsburg,1,1
D1,23/01/2021,Mainz,RB Leipzig,5,4
D1,23/01/2021,Hertha,Werder Bremen,5,3
D1,24/01/2021,Schalke 04,Bayern Munich,4,1
D1,24/01/2021,Hoffenheim,FC Koln,3,2
D1,29/01/2021,Stuttgart,Mainz,2,0
D1,30/01/2021,Bayern Munich,Hoffenheim,5,3
D1,30/01/2021,Dortmund,Augsburg,4,2
D1,30/01/2021,Ein Frankfurt,Hertha,4,0
D1,30/01/2021,Union Berlin,M'gladbach,2,1
D1,30/01/2021,Werder Bremen,Schalke 04,2,1
D1,30/01/2021,RB Leipzig,Leverkusen,1,0
D1,31/01/2021,FC Koln,Bielefeld,4,2
D1,31/01/2021,Wolfsburg,Freiburg,3,2
D1,05/02/2021,Hertha,Bayern Munich,1,1
D1,06/02/2021,Augsburg,Wolfsburg,2,1
D1,06/02/2021,Freiburg,Dortmund,3,0
D1,06/02/2021,Leverkusen,Stuttgart,7,2
D1,06/02/2021,Mainz,Union Berlin,1,1
D1,06/02/2021,Schalke 04,RB Leipzig,3,1
D1,06/02/2021,M'gladbach,FC Koln,3,2
D1,07/02/2021,Hoffenheim,Ein Frankfurt,4,1
D1,12/02/2021,RB Leipzig,Augsburg,3,2
D1,13/02/2021,Dortmund,Hoffenheim,4,2
D1,13/02/2021,Leverkusen,Mainz,4,1
D1,13/02/2021,Stuttgart,Hertha,2,1
D1,13/02/2021,Werder Bremen,Freiburg,0,0
D1,13/02/2021,Union Berlin,Schalke 04,0,0
D1,14/02/2021,Ein Frankfurt,FC Koln,2,0
D1,14/02/2021,Wolfsburg,M'gladbach,0,0
D1,15/02/2021,Bayern Munich,Bielefeld,6,2
D1,19/02/2021,Bielefeld,Wolfsburg,3,1
D1,20/02/2021,Ein Frankfurt,Bayern Munich,3,2
D1,20/02/2021,FC Koln,Stuttgart,1,0
D1,20/02/2021,Freiburg,Union Berlin,1,0
D1,20/02/2021,M'gladbach,Mainz,3,2
D1,20/02/2021,Schalke 04,Dortmund,4,2
D1,21/02/2021,Augsburg,Leverkusen,2,1
D1,21/02/2021,Hertha,RB Leipzig,3,1
D1,21/02/2021,Hoffenheim,Werder Bremen,4,2
D1,26/02/2021,Werder Bremen,Ein Frankfurt,3,1
D1,27/02/2021,Bayern Munich,FC Koln,6,2
D1,27/02/2021,Dortmund,Bielefeld,3,0
D1,27/02/2021,Stuttgart,Schalke 04,6,4
D1,27/02/2021,Wolfsburg,Hertha,2,1
D1,27/02/2021,RB Leipzig,M'gladbach,5,2
D1,28/02/2021,Union Berlin,Hoffenheim,2,2
D1,28/02/2021,Mainz,Augsburg,1,1
D1,28/02/2021,Leverkusen,Freiburg,3,0
D1,05/03/2021,Schalke 04,Mainz,0,0
D1,06/03/2021,Ein Frankfurt,Stuttgart,2,0
D1,06/03/2021,Freiburg,RB Leipzig,3,1
D1,06/03/2021,Hertha,Augsburg,3,1
D1,06/03/2021,Hoffenheim,Wolfsburg,3,3
D1,06/03/2021,M'gladbach,Leverkusen,1,0
