HomeTeam,AwayTeam,HomeTeamGoals,AwayTeamGoals,HomeTeamShots,AwayTeamShots,HomeTeamHalfTimeGoals,AwayTeamHalfTimeGoals,HomeTeamFullTimeGoals,AwayTeamFullTimeGoals,PredictedLabel
Bayern Munich,Bochum,7,0,22,5,4,0,0,0,0
Bielefeld,Hoffenheim,0,0,9,16,0,0,0,0,0
Mainz,Freiburg,0,0,10,7,0,0,0,0,0
FC Koln,RB Leipzig,1,1,14,18,0,0,0,0,0
Hertha,Greuther Furth,2,1,15,10,0,0,0,0,0
Ein Frankfurt,Stuttgart,1,1,18,9,0,0,0,0,0
Bochum,Hertha,1,3,19,5,0,2,0,0,0
M'gladbach,Bielefeld,3,1,17,18,1,1,0,0,0
Freiburg,FC Koln,1,1,10,15,0,1,0,0,0
Greuther Furth,Wolfsburg,0,2,7,10,0,1,0,0,0
Hoffenheim,Mainz,0,2,12,11,0,1,0,0,0
Leverkusen,Dortmund,3,4,11,15,2,1,0,0,0
Union Berlin,Augsburg,0,0,15,13,0,0,0,0,0
RB Leipzig,Bayern Munich,1,4,10,18,0,1,0,0,0
Union Berlin,M'gladbach,2,1,12,18,2,0,0,0,0
Wolfsburg,RB Leipzig,1,0,8,12,0,0,0,0,0
Augsburg,Leverkusen,1,4,13,13,1,2,0,0,0
Bielefeld,Ein Frankfurt,1,1,14,12,0,1,0,0,0
FC Koln,Bochum,2,1,21,10,0,0,0,0,0
Mainz,Greuther Furth,3,0,17,8,2,0,0,0,0
Stuttgart,Freiburg,2,3,17,14,2,3,0,0,0
Bayern Munich,Hertha,5,0,17,8,2,0,0,0,0
Dortmund,Hoffenheim,3,2,23,9,0,0,0,0,0
Hoffenheim,Union Berlin,2,2,7,11,2,1,0,0,0
Bayern Munich,FC Koln,3,2,18,10,0,0,0,0,0
Bochum,Mainz,2,0,9,16,1,0,0,0,0
Ein Frankfurt,Augsburg,0,0,20,4,0,0,0,0,0
Freiburg,Dortmund,2,1,8,19,1,0,0,0,0
Greuther Furth,Bielefeld,1,1,20,9,0,1,0,0,0
Hertha,Wolfsburg,1,2,12,12,0,0,0,0,0
Leverkusen,M'gladbach,4,0,13,11,2,0,0,0,0
RB Leipzig,Stuttgart,4,0,26,11,1,0,0,0,0
Mainz,RB Leipzig,1,0,7,15,1,0,0,0,0
FC Koln,Hertha,3,1,15,11,1,1,0,0,0
Augsburg,Hoffenheim,0,4,7,15,0,1,0,0,0
Bielefeld,Freiburg,0,0,10,14,0,0,0,0,0
Stuttgart,Greuther Furth,5,1,30,8,2,0,0,0,0
Union Berlin,Leverkusen,1,1,8,16,1,1,0,0,0
Wolfsburg,Bochum,1,0,21,7,1,0,0,0,0
Dortmund,Ein Frankfurt,5,2,12,12,3,1,0,0,0
M'gladbach,Bayern Munich,1,1,11,20,1,1,0,0,0
Bayern Munich,Augsburg,5,2,24,9,4,0,0,0,0
Dortmund,Leverkusen,3,1,10,16,1,0,0,0,0
Ein Frankfurt,Freiburg,3,1,18,11,0,0,0,0,0
FC Koln,Schalke 04,1,0,20,7,0,0,0,0,0
Hoffenheim,Hertha,2,1,21,9,0,1,0,0,0
Stuttgart,Bielefeld,0,2,11,11,0,0,0,0,0
Union Berlin,RB Leipzig,2,1,11,17,0,0,0,0,0
Werder Bremen,M'gladbach,2,4,16,15,0,1,0,0,0
Wolfsburg,Mainz,2,3,16,14,0,1,0,0,0
Mainz,Dortmund,1,3,9,13,0,2,0,0,0
RB Leipzig,Wolfsburg,2,2,14,12,0,2,0,0,0
Augsburg,Werder Bremen,2,0,15,16,0,0,0,0,0
Bielefeld,Hoffenheim,1,1,17,7,1,1,0,0,0
Freiburg,Bayern Munich,2,2,13,16,1,1,0,0,0
Hertha,FC Koln,0,0,1,11,0,0,0,0,0
Leverkusen,Union Berlin,1,1,9,15,1,0,0,0,0
M'gladbach,Stuttgart,1,2,9,11,1,0,0,0,0
Schalke 04,Ein Frankfurt,4,3,11,24,1,1,0,0,0
Schalke 04,Hertha,1,2,12,18,1,1,0,0,0
FC Koln,Freiburg,1,4,18,11,0,2,0,0,0
Ein Frankfurt,Mainz,1,1,14,6,0,1,0,0,0
Hertha,Bielefeld,0,0,11,12,0,0,0,0,0
Dortmund,RB Leipzig,3,2,15,14,1,0,0,0,0
Hoffenheim,Schalke 04,4,2,20,6,0,2,0,0,0
Werder Bremen,Leverkusen,0,0,13,14,0,0,0,0,0
Wolfsburg,Union Berlin,3,0,17,9,1,0,0,0,0
Bayern Munich,M'gladbach,6,0,22,14,4,0,0,0,0
Stuttgart,Augsburg,2,1,14,20,1,0,0,0,0
Hertha,Freiburg,3,0,13,15,2,0,0,0,0
Mainz,Hertha,1,1,16,7,1,1,0,0,0
RB Leipzig,Stuttgart,2,0,24,2,0,0,0,0,0
M'gladbach,Bielefeld,5,0,20,10,3,0,0,0,0
Freiburg,Hoffenheim,1,1,15,16,0,1,0,0,0
Mainz,Bayern Munich,2,1,8,17,2,0,0,0,0
Union Berlin,Werder Bremen,3,1,17,9,0,0,0,0,0
Wolfsburg,Dortmund,0,2,21,8,0,1,0,0,0
Leverkusen,Ein Frankfurt,3,1,18,12,0,0,0,0,0
Augsburg,FC Koln,2,3,13,14,0,3,0,0,0
Dortmund,Union Berlin,2,0,21,6,1,0,0,0,0
Hoffenheim,M'gladbach,3,2,19,5,0,2,0,0,0
Stuttgart,Wolfsburg,1,3,11,13,0,2,0,0,0
Werder Bremen,Mainz,0,1,18,13,0,1,0,0,0
FC Koln,RB Leipzig,2,1,5,23,0,0,0,0,0
Bayern Munich,Leverkusen,2,0,26,6,2,0,0,0,0
Bielefeld,Schalke 04,1,0,10,3,0,0,0,0,0
Ein Frankfurt,Augsburg,2,0,12,14,1,0,0,0,0
Dortmund,Werder Bremen,4,1,19,10,3,1,0,0,0
Augsburg,Bielefeld,0,0,9,8,0,0,0,0,0
Freiburg,Schalke 04,4,0,13,4,2,0,0,0,0
M'gladbach,Ein Frankfurt,4,0,19,16,1,0,0,0,0
Union Berlin,Stuttgart,2,1,9,9,2,0,0,0,0
Wolfsburg,Bayern Munich,2,3,7,14,1,3,0,0,0
Leverkusen,FC Koln,3,0,8,14,1,0,0,0,0
RB Leipzig,Hoffenheim,0,0,14,6,0,0,0,0,0
Hoffenheim,Leverkusen,0,0,2,7,0,0,0,0,0
Schalke 04,Augsburg,1,0,7,13,1,0,0,0,0
FC Koln,Mainz,2,3,22,9,1,1,0,0,0
Bayern Munich,Union Berlin,1,1,14,6,0,0,0,0,0
Ein Frankfurt,Wolfsburg,4,3,9,20,2,1,0,0,0
Hertha,M'gladbach,2,2,24,7,1,2,0,0,0
Werder Bremen,RB Leipzig,1,4,11,8,0,3,0,0,0
Stuttgart,Dortmund,2,3,13,18,1,0,0,0,0
Bielefeld,Freiburg,1,0,14,10,0,0,0,0,0
Stuttgart,Werder Bremen,1,0,14,9,0,0,0,0,0
Union Berlin,Hertha,1,1,11,4,1,1,0,0,0
Augsburg,Hoffenheim,2,1,7,16,2,0,0,0,0
Dortmund,Ein Frankfurt,1,2,20,15,1,1,0,0,0
Leverkusen,Schalke 04,2,1,6,4,1,0,0,0,0
Mainz,Bielefeld,1,1,12,9,0,0,0,0,0
Wolfsburg,FC Koln,1,0,13,10,0,0,0,0,0
RB Leipzig,Bayern Munich,0,1,13,9,0,1,0,0,0
M'gladbach,Freiburg,2,1,19,7,0,1,0,0,0
Hoffenheim,Mainz,1,2,8,16,1,2,0,0,0
Hertha,Leverkusen,3,0,13,9,3,0,0,0,0
Freiburg,Augsburg,2,0,10,19,0,0,0,0,0
Bayern Munich,Stuttgart,4,0,15,12,4,0,0,0,0
Ein Frankfurt,Union Berlin,5,2,9,24,4,2,0,0,0
FC Koln,Dortmund,2,2,10,13,1,1,0,0,0
Werder Bremen,Wolfsburg,1,2,11,16,1,2,0,0,0
Schalke 04,M'gladbach,0,3,4,21,0,1,0,0,0
Bielefeld,RB Leipzig,0,1,5,20,0,0,0,0,0
Leverkusen,Bielefeld,1,2,20,10,0,1,0,0,0
RB Leipzig,Ein Frankfurt,1,1,14,5,0,0,0,0,0
Stuttgart,Hoffenheim,2,0,7,16,1,0,0,0,0
Mainz,Freiburg,1,0,10,13,0,0,0,0,0
Union Berlin,FC Koln,2,1,13,9,0,1,0,0,0
Werder Bremen,Bayern Munich,1,3,9,22,0,2,0,0,0
Wolfsburg,Schalke 04,5,0,16,7,1,0,0,0,0
Dortmund,Hertha,2,0,14,4,0,0,0,0,0
Augsburg,M'gladbach,3,1,10,28,0,0,0,0,0
Bielefeld,Werder Bremen,0,2,22,5,0,0,0,0,0
FC Koln,Werder Bremen,1,1,16,11,0,0,0,0,0
Bielefeld,Union Berlin,0,0,5,7,0,0,0,0,0
Ein Frankfurt,Stuttgart,1,1,19,8,0,0,0,0,0
Freiburg,RB Leipzig,0,3,5,13,0,1,0,0,0
Hertha,Augsburg,2,1,17,7,0,1,0,0,0
Hoffenheim,Wolfsburg,2,1,9,17,2,1,0,0,0
M'gladbach,Leverkusen,0,1,7,13,0,0,0,0,0
Bayern Munich,Dortmund,4,2,25,4,2,2,0,0,0
Schalke 04,Mainz,0,0,2,19,0,0,0,0,0
Union Berlin,Hoffenheim,1,1,4,15,1,1,0,0,0
Mainz,Augsburg,0,1,10,8,0,1,0,0,0
Leverkusen,Freiburg,1,2,21,6,0,0,0,0,0
Bayern Munich,FC Koln,5,1,15,6,2,0,0,0,0
Dortmund,Bielefeld,3,0,20,8,0,0,0,0,0
Stuttgart,Schalke 04,5,1,19,11,3,1,0,0,0
Wolfsburg,Hertha,2,0,11,7,1,0,0,0,0
RB Leipzig,M'gladbach,3,2,21,5,0,2,0,0,0
Werder Bremen,Ein Frankfurt,2,1,9,13,0,1,0,0,0
Augsburg,Leverkusen,1,1,6,10,1,0,0,0,0
Hertha,RB Leipzig,0,3,8,14,0,1,0,0,0
Hoffenheim,Werder Bremen,4,0,12,3,2,0,0,0,0
Ein Frankfurt,Bayern Munich,2,1,12,22,2,0,0,0,0
FC Koln,Stuttgart,0,1,9,9,0,0,0,0,0
Freiburg,Union Berlin,0,1,9,15,0,0,0,0,0
M'gladbach,Mainz,1,2,12,8,1,1,0,0,0
Schalke 04,Dortmund,0,4,13,9,0,2,0,0,0
Bielefeld,Wolfsburg,0,3,7,11,0,1,0,0,0
Bayern Munich,Bielefeld,3,3,19,7,0,2,0,0,0
Ein Frankfurt,FC Koln,2,0,17,6,0,0,0,0,0
Wolfsburg,M'gladbach,0,0,18,12,0,0,0,0,0
Dortmund,Hoffenheim,2,2,6,12,1,1,0,0,0
Leverkusen,Mainz,2,2,11,19,1,0,0,0,0
Stuttgart,Hertha,1,1,11,11,1,0,0,0,0
Werder Bremen,Freiburg,0,0,12,8,0,0,0,0,0
Union Berlin,Schalke 04,0,0,19,6,0,0,0,0,0
RB Leipzig,Augsburg,2,1,16,4,2,0,0,0,0
Hoffenheim,Ein Frankfurt,1,3,8,9,0,1,0,0,0
Augsburg,Wolfsburg,0,2,9,17,0,1,0,0,0
Freiburg,Dortmund,2,1,6,16,0,0,0,0,0
Leverkusen,Stuttgart,5,2,25,14,2,0,0,0,0
Mainz,Union Berlin,1,0,9,10,1,0,0,0,0
Schalke 04,RB Leipzig,0,3,3,24,0,1,0,0,0
M'gladbach,FC Koln,1,2,10,7,1,1,0,0,0
Hertha,Bayern Munich,0,1,11,17,0,1,0,0,0
FC Koln,Bielefeld,3,1,14,9,2,0,0,0,0
Wolfsburg,Freiburg,3,0,12,9,2,0,0,0,0
Bayern Munich,Hoffenheim,4,1,15,15,2,1,0,0,0
Dortmund,Augsburg,3,1,14,5,1,1,0,0,0
Ein Frankfurt,Hertha,3,1,17,11,0,0,0,0,0
Union Berlin,M'gladbach,1,1,13,12,1,0,0,0,0
Werder Bremen,Schalke 04,1,1,15,6,0,1,0,0,0
RB Leipzig,Leverkusen,1,0,16,8,0,0,0,0,0
Stuttgart,Mainz,2,0,9,10,0,0,0,0,0
Schalke 04,Bayern Munich,0,4,14,32,0,1,0,0,0
Hoffenheim,FC Koln,3,0,13,13,2,0,0,0,0
Augsburg,Union Berlin,2,1,8,9,1,1,0,0,0
Bielefeld,Ein Frankfurt,1,5,8,15,1,3,0,0,0
Freiburg,Stuttgart,2,1,9,27,2,1,0,0,0
Leverkusen,Wolfsburg,0,1,10,8,0,1,0,0,0
Mainz,RB Leipzig,3,2,10,12,2,2,0,0,0
Hertha,Werder Bremen,1,4,18,7,1,2,0,0,0
M'gladbach,Dortmund,4,2,10,16,2,2,0,0,0
Schalke 04,FC Koln,1,2,15,12,0,1,0,0,0
Augsburg,Bayern Munich,0,1,9,17,0,1,0,0,0
Bielefeld,Stuttgart,3,0,9,11,1,0,0,0,0
Freiburg,Ein Frankfurt,2,2,11,17,1,1,0,0,0
RB Leipzig,Union Berlin,1,0,15,4,0,0,0,0,0
M'gladbach,Werder Bremen,1,0,11,11,0,0,0,0,0
Hertha,Hoffenheim,0,3,13,11,0,1,0,0,0
Leverkusen,Dortmund,2,1,23,15,1,0,0,0,0
Mainz,Wolfsburg,0,2,8,8,0,0,0,0,0
Bayern Munich,Freiburg,2,1,25,8,1,0,0,0,0
Ein Frankfurt,Schalke 04,3,1,20,5,1,1,0,0,0
Dortmund,Mainz,1,1,17,8,0,0,0,0,0
FC Koln,Hertha,0,0,8,14,0,0,0,0,0
Hoffenheim,Bielefeld,0,0,11,8,0,0,0,0,0
Werder Bremen,Augsburg,2,0,10,6,0,0,0,0,0
Wolfsburg,RB Leipzig,2,2,8,13,2,1,0,0,0
Stuttgart,M'gladbach,2,2,19,8,0,1,0,0,0
Union Berlin,Leverkusen,1,0,10,12,0,0,0,0,0
Augsburg,Stuttgart,1,4,14,27,0,2,0,0,0
Bielefeld,Hertha,1,0,12,10,0,0,0,0,0
Freiburg,FC Koln,5,0,12,5,2,0,0,0,0
Leverkusen,Werder Bremen,1,1,12,3,0,0,0,0,0
Mainz,Ein Frankfurt,0,2,8,15,0,1,0,0,0
Schalke 04,Hoffenheim,4,0,12,18,1,0,0,0,0
Union Berlin,Wolfsburg,2,2,13,11,1,1,0,0,0
RB Leipzig,Dortmund,1,3,12,15,0,0,0,0,0
M'gladbach,Bayern Munich,3,2,8,15,2,2,0,0,0
Dortmund,Wolfsburg,2,0,14,22,0,0,0,0,0
Bayern Munich,Mainz,5,2,19,12,0,2,0,0,0
Bielefeld,M'gladbach,0,1,7,22,0,0,0,0,0
Ein Frankfurt,Leverkusen,2,1,10,10,1,1,0,0,0
FC Koln,Augsburg,0,1,12,11,0,0,0,0,0
Hoffenheim,Freiburg,1,3,13,7,0,3,0,0,0
Werder Bremen,Union Berlin,0,2,10,9,0,2,0,0,0
Hertha,Schalke 04,3,0,20,10,1,0,0,0,0
Stuttgart,RB Leipzig,0,1,10,22,0,0,0,0,0
Freiburg,Hertha,4,1,17,10,1,0,0,0,0
Wolfsburg,Stuttgart,1,0,13,9,0,0,0,0,0
Augsburg,Ein Frankfurt,0,2,15,15,0,0,0,0,0
Mainz,Werder Bremen,0,1,9,13,0,0,0,0,0
M'gladbach,Hoffenheim,1,2,15,14,1,0,0,0,0
RB Leipzig,FC Koln,0,0,14,4,0,0,0,0,0
Schalke 04,Bielefeld,0,1,11,8,0,0,0,0,0
Leverkusen,Bayern Munich,1,2,8,14,1,1,0,0,0
Union Berlin,Dortmund,2,1,12,16,0,0,0,0,0
Schalke 04,Freiburg,0,2,10,11,0,0,0,0,0
Bayern Munich,Wolfsburg,2,1,13,17,1,1,0,0,0
Bielefeld,Augsburg,0,1,12,8,0,0,0,0,0
FC Koln,Leverkusen,0,4,7,14,0,2,0,0,0
Hoffenheim,RB Leipzig,0,1,7,4,0,0,0,0,0
Ein Frankfurt,M'gladbach,3,3,11,8,3,1,0,0,0
Hertha,Mainz,0,0,9,5,0,0,0,0,0
Stuttgart,Union Berlin,2,2,13,15,0,1,0,0,0
Werder Bremen,Dortmund,1,2,7,15,1,1,0,0,0
Augsburg,Schalke 04,2,2,8,15,1,0,0,0,0
Leverkusen,Hoffenheim,4,1,13,11,2,0,0,0,0
Dortmund,Stuttgart,1,5,12,18,1,1,0,0,0
Freiburg,Bielefeld,2,0,16,5,0,0,0,0,0
Mainz,FC Koln,0,1,15,9,0,0,0,0,0
M'gladbach,Hertha,1,1,17,9,0,0,0,0,0
RB Leipzig,Werder Bremen,2,0,15,7,2,0,0,0,0
Union Berlin,Bayern Munich,1,1,13,15,1,0,0,0,0
Wolfsburg,Ein Frankfurt,2,1,16,7,0,0,0,0,0
Hoffenheim,Augsburg,3,1,10,13,1,1,0,0,0
Werder Bremen,Stuttgart,1,2,14,11,0,1,0,0,0
Schalke 04,Leverkusen,0,3,13,24,0,1,0,0,0
Bielefeld,Mainz,2,1,11,15,2,0,0,0,0
Ein Frankfurt,Dortmund,1,1,9,16,1,0,0,0,0
FC Koln,Wolfsburg,2,2,6,16,2,1,0,0,0
Freiburg,M'gladbach,2,2,22,11,1,1,0,0,0
Bayern Munich,RB Leipzig,3,3,10,8,2,2,0,0,0
Hertha,Union Berlin,3,1,10,4,0,1,0,0,0
Leverkusen,Hertha,0,0,14,5,0,0,0,0,0
Mainz,Hoffenheim,1,1,10,9,1,0,0,0,0
Augsburg,Freiburg,1,1,10,10,0,0,0,0,0
Dortmund,FC Koln,1,2,14,7,0,1,0,0,0
RB Leipzig,Bielefeld,2,1,15,13,1,0,0,0,0
Stuttgart,Bayern Munich,1,3,15,14,1,2,0,0,0
Union Berlin,Ein Frankfurt,3,3,15,12,2,2,0,0,0
M'gladbach,Schalke 04,4,1,19,13,2,1,0,0,0
Wolfsburg,Werder Bremen,5,3,12,5,3,2,0,0,0
Freiburg,Mainz,1,3,19,22,0,3,0,0,0
FC Koln,Union Berlin,1,2,10,10,1,1,0,0,0
Bayern Munich,Werder Bremen,1,1,15,9,0,1,0,0,0
Bielefeld,Leverkusen,1,2,1,10,0,1,0,0,0
Hoffenheim,Stuttgart,3,3,13,20,1,2,0,0,0
M'gladbach,Augsburg,1,1,15,10,1,0,0,0,0
Schalke 04,Wolfsburg,0,2,13,19,0,2,0,0,0
Ein Frankfurt,RB Leipzig,1,1,8,10,1,0,0,0,0
Hertha,Dortmund,2,5,9,15,1,0,0,0,0
Wolfsburg,Hoffenheim,2,1,14,17,2,0,0,0,0
Leverkusen,M'gladbach,4,3,15,15,2,2,0,0,0
Augsburg,Hertha,0,3,10,12,0,1,0,0,0
Mainz,Schalke 04,2,2,14,22,2,1,0,0,0
RB Leipzig,Freiburg,3,0,15,8,1,0,0,0,0
Stuttgart,Ein Frankfurt,2,2,16,15,2,0,0,0,0
Union Berlin,Bielefeld,5,0,9,5,3,0,0,0,0
Dortmund,Bayern Munich,2,3,15,16,1,1,0,0,0
Werder Bremen,FC Koln,1,1,18,8,0,0,0,0,0
Hoffenheim,Union Berlin,1,3,10,9,0,0,0,0,0
Freiburg,Leverkusen,2,4,8,18,1,2,0,0,0
Hertha,Wolfsburg,1,1,18,11,1,1,0,0,0
Augsburg,Mainz,3,1,14,8,1,0,0,0,0
Bielefeld,Dortmund,0,2,5,21,0,0,0,0,0
Ein Frankfurt,Werder Bremen,1,1,14,9,0,0,0,0,0
FC Koln,Bayern Munich,1,2,9,7,0,2,0,0,0
M'gladbach,RB Leipzig,1,0,5,15,0,0,0,0,0
Schalke 04,Stuttgart,1,1,9,19,1,0,0,0,0
Leverkusen,Augsburg,3,1,15,7,1,0,0,0,0
Wolfsburg,Bielefeld,2,1,14,8,2,0,0,0,0
Werder Bremen,Hoffenheim,1,1,5,15,1,1,0,0,0
Bayern Munich,Ein Frankfurt,5,0,20,9,2,0,0,0,0
Mainz,M'gladbach,2,3,15,21,2,1,0,0,0
RB Leipzig,Hertha,2,1,29,11,1,1,0,0,0
Union Berlin,Freiburg,1,1,22,8,1,1,0,0,0
Dortmund,Schalke 04,3,0,17,3,0,0,0,0,0
Stuttgart,FC Koln,1,1,9,14,1,1,0,0,0
FC Koln,Ein Frankfurt,1,1,9,16,0,1,0,0,0
Schalke 04,Union Berlin,1,1,8,13,0,0,0,0,0
Augsburg,RB Leipzig,0,2,6,15,0,1,0,0,0
Freiburg,Werder Bremen,1,1,19,14,1,1,0,0,0
Hertha,Stuttgart,0,2,16,7,0,1,0,0,0
Hoffenheim,Dortmund,0,1,8,15,0,0,0,0,0
Mainz,Leverkusen,0,1,5,9,0,1,0,0,0
Bielefeld,Bayern Munich,1,4,11,16,0,3,0,0,0
M'gladbach,Wolfsburg,1,1,13,14,0,0,0,0,0
Wolfsburg,Augsburg,0,0,17,9,0,0,0,0,0
Bayern Munich,Hertha,4,3,22,9,1,0,0,0,0
Dortmund,Freiburg,4,0,16,6,1,0,0,0,0
Ein Frankfurt,Hoffenheim,2,1,16,11,0,1,0,0,0
FC Koln,M'gladbach,1,3,8,17,0,2,0,0,0
Stuttgart,Leverkusen,1,1,11,15,0,1,0,0,0
Werder Bremen,Bielefeld,1,0,7,10,1,0,0,0,0
RB Leipzig,Schalke 04,4,0,21,4,3,0,0,0,0
Union Berlin,Mainz,4,0,13,5,1,0,0,0,0
Hoffenheim,Bayern Munich,4,1,17,14,2,1,0,0,0
Freiburg,Wolfsburg,1,1,21,8,1,1,0,0,0
Augsburg,Dortmund,2,0,6,16,1,0,0,0,0
Bielefeld,FC Koln,1,0,7,12,0,0,0,0,0
Leverkusen,RB Leipzig,1,1,11,7,1,1,0,0,0
Mainz,Stuttgart,1,4,11,15,1,1,0,0,0
M'gladbach,Union Berlin,1,1,14,15,0,0,0,0,0
Schalke 04,Werder Bremen,1,3,17,17,0,2,0,0,0
Hertha,Ein Frankfurt,1,3,12,10,0,2,0,0,0
RB Leipzig,Mainz,3,1,23,8,2,0,0,0,0
Wolfsburg,Leverkusen,0,0,9,6,0,0,0,0,0
Ein Frankfurt,Bielefeld,1,1,18,14,0,0,0,0,0
FC Koln,Hoffenheim,2,3,13,13,1,2,0,0,0
Stuttgart,Freiburg,2,3,22,7,0,2,0,0,0
Union Berlin,Augsburg,1,3,13,9,0,1,0,0,0
Werder Bremen,Hertha,1,4,17,13,0,2,0,0,0
Dortmund,M'gladbach,3,0,9,8,1,0,0,0,0
Bayern Munich,Schalke 04,8,0,22,5,3,0,0,0,0
Augsburg,RB Leipzig,1,2,5,14,0,1,0,0,0
Dortmund,Hoffenheim,0,4,7,15,0,2,0,0,0
Ein Frankfurt,Paderborn,3,2,12,16,2,0,0,0,0
Freiburg,Schalke 04,4,0,15,21,2,0,0,0,0
Leverkusen,Mainz,1,0,13,6,1,0,0,0,0
M'gladbach,Hertha,2,1,22,4,1,0,0,0,0
Union Berlin,Fortuna Dusseldorf,3,0,11,25,1,0,0,0,0
Werder Bremen,FC Koln,6,1,18,6,3,0,0,0,0
Wolfsburg,Bayern Munich,0,4,11,17,0,2,0,0,0
Bayern Munich,Freiburg,3,1,23,11,3,1,0,0,0
FC Koln,Ein Frankfurt,1,1,4,9,1,0,0,0,0
Fortuna Dusseldorf,Augsburg,1,1,8,11,1,1,0,0,0
Hertha,Leverkusen,2,0,13,12,1,0,0,0,0
Hoffenheim,Union Berlin,4,0,15,5,3,0,0,0,0
Mainz,Werder Bremen,3,1,21,19,2,0,0,0,0
Paderborn,M'gladbach,1,3,11,22,0,1,0,0,0
RB Leipzig,Dortmund,0,2,16,11,0,1,0,0,0
Schalke 04,Wolfsburg,1,4,10,10,0,1,0,0,0
Ein Frankfurt,Schalke 04,2,1,14,8,1,0,0,0,0
Augsburg,Hoffenheim,1,3,12,17,0,0,0,0,0
Dortmund,Mainz,0,2,15,10,0,1,0,0,0
Leverkusen,FC Koln,3,1,13,7,2,0,0,0,0
RB Leipzig,Fortuna Dusseldorf,2,2,14,12,0,0,0,0,0
M'gladbach,Wolfsburg,3,0,11,12,2,0,0,0,0
Freiburg,Hertha,2,1,17,12,0,0,0,0,0
Union Berlin,Paderborn,1,0,14,10,1,0,0,0,0
Werder Bremen,Bayern Munich,0,1,6,13,0,1,0,0,0
Mainz,Augsburg,0,1,18,9,0,1,0,0,0
Schalke 04,Leverkusen,1,1,7,15,0,0,0,0,0
FC Koln,Union Berlin,1,2,10,7,0,1,0,0,0
Fortuna Dusseldorf,Dortmund,0,1,6,5,0,0,0,0,0
Hertha,Ein Frankfurt,1,4,4,18,1,0,0,0,0
Paderborn,Werder Bremen,1,5,20,11,0,3,0,0,0
Wolfsburg,Freiburg,2,2,22,10,2,1,0,0,0
Bayern Munich,M'gladbach,2,1,11,9,1,1,0,0,0
Hoffenheim,RB Leipzig,0,2,22,14,0,2,0,0,0
Werder Bremen,Wolfsburg,0,1,14,18,0,0,0,0,0
Union Berlin,Schalke 04,1,1,12,5,1,1,0,0,0
Augsburg,FC Koln,1,1,18,9,0,0,0,0,0
Ein Frankfurt,Mainz,0,2,10,17,0,1,0,0,0
Fortuna Dusseldorf,Hoffenheim,2,2,23,8,1,1,0,0,0
Leverkusen,Bayern Munich,2,4,10,16,1,3,0,0,0
RB Leipzig,Paderborn,1,1,12,17,1,0,0,0,0
Dortmund,Hertha,1,0,12,5,0,0,0,0,0
Freiburg,M'gladbach,1,0,16,18,0,0,0,0,0
Werder Bremen,Ein Frankfurt,0,3,11,12,0,0,0,0,0
FC Koln,RB Leipzig,2,4,7,19,1,2,0,0,0
M'gladbach,Union Berlin,4,1,16,13,2,0,0,0,0
Paderborn,Dortmund,1,6,10,16,0,0,0,0,0
Hertha,Augsburg,2,0,12,8,1,0,0,0,0
Mainz,Hoffenheim,0,1,18,13,0,1,0,0,0
Schalke 04,Werder Bremen,0,1,12,6,0,1,0,0,0
Wolfsburg,Ein Frankfurt,1,2,19,6,0,1,0,0,0
Bayern Munich,Fortuna Dusseldorf,5,0,23,7,3,0,0,0,0
Freiburg,Leverkusen,0,1,9,7,0,0,0,0,0
RB Leipzig,Hertha,2,2,11,13,1,1,0,0,0
Augsburg,Paderborn,0,0,12,15,0,0,0,0,0
Fortuna Dusseldorf,Schalke 04,2,1,13,7,0,0,0,0,0
Hoffenheim,FC Koln,3,1,8,15,1,0,0,0,0
Union Berlin,Mainz,1,1,9,10,1,1,0,0,0
Dortmund,Bayern Munich,0,1,13,13,0,1,0,0,0
Ein Frankfurt,Freiburg,3,3,35,10,1,1,0,0,0
Leverkusen,Wolfsburg,1,4,10,14,0,1,0,0,0
Werder Bremen,M'gladbach,0,0,12,8,0,0,0,0,0
Schalke 04,Augsburg,0,3,12,9,0,1,0,0,0
Mainz,RB Leipzig,0,5,4,21,0,3,0,0,0
FC Koln,Fortuna Dusseldorf,2,2,16,10,0,1,0,0,0
Freiburg,Werder Bremen,0,1,15,11,0,1,0,0,0
M'gladbach,Leverkusen,1,3,16,13,0,1,0,0,0
Paderborn,Hoffenheim,1,1,13,18,1,1,0,0,0
Wolfsburg,Dortmund,0,2,8,6,0,1,0,0,0
Bayern Munich,Ein Frankfurt,5,2,23,11,2,0,0,0,0
Hertha,Union Berlin,4,0,14,7,0,0,0,0,0
Werder Bremen,Leverkusen,1,4,9,13,1,2,0,0,0
FC Koln,Mainz,2,2,16,11,1,0,0,0,0
Union Berlin,Bayern Munich,0,2,10,14,0,1,0,0,0
Augsburg,Wolfsburg,1,2,8,17,0,1,0,0,0
Dortmund,Schalke 04,4,0,11,10,2,0,0,0,0
Fortuna Dusseldorf,Paderborn,0,0,10,7,0,0,0,0,0
Hoffenheim,Hertha,0,3,21,12,0,0,0,0,0
RB Leipzig,Freiburg,1,1,23,7,0,1,0,0,0
Ein Frankfurt,M'gladbach,1,3,12,15,0,2,0,0,0
M'gladbach,FC Koln,2,1,12,16,1,0,0,0,0
Bayern Munich,Augsburg,2,0,17,8,0,0,0,0,0
Mainz,Fortuna Dusseldorf,1,1,3,20,0,0,0,0,0
