HomeTeam,AwayTeam,HomeTeamGoals,AwayTeamGoals,HomeTeamShots,AwayTeamShots,HomeTeamHalfTimeGoals,AwayTeamHalfTimeGoals,HomeTeamFullTimeGoals,AwayTeamFullTimeGoals,PredictedLabel
Bolton,Morecambe,1,1,25,4,0,1,0,0,0
Cambridge,Shrewsbury,0,0,5,21,0,0,0,0,0
Charlton,Sunderland,0,0,8,17,0,0,0,0,0
Cheltenham,Doncaster,4,0,21,7,2,0,0,0,0
Crewe,Wycombe,1,3,9,16,0,1,0,0,0
Fleetwood Town,Ipswich,0,2,6,11,0,0,0,0,0
Gillingham,Bolton,0,3,8,19,0,1,0,0,0
Lincoln,Sheffield Weds,3,1,14,15,1,1,0,0,0
Oxford,Burton,4,1,24,16,4,1,0,0,0
Plymouth,Morecambe,2,0,11,9,2,0,0,0,0
Portsmouth,Accrington,4,0,11,25,2,0,0,0,0
Rotherham,Milton Keynes Dons,1,2,16,4,1,0,0,0,0
Wigan,AFC Wimbledon,1,0,22,8,1,0,0,0,0
Portsmouth,Oxford,3,2,9,13,2,1,0,0,0
Sheffield Weds,Burton,5,2,19,12,2,1,0,0,0
Shrewsbury,Rotherham,0,0,14,14,0,0,0,0,0
Wigan,Fleetwood Town,2,0,20,6,2,0,0,0,0
Wycombe,Cambridge,3,0,14,9,2,0,0,0,0
Accrington,Wycombe,3,2,13,10,1,2,0,0,0
AFC Wimbledon,Doncaster,2,2,14,8,1,0,0,0,0
Burton,Shrewsbury,0,2,12,7,0,1,0,0,0
Cheltenham,Crewe,1,2,14,6,0,1,0,0,0
Lincoln,Gillingham,0,2,10,10,0,0,0,0,0
Milton Keynes Dons,Bolton,2,0,10,7,1,0,0,0,0
Morecambe,Ipswich,1,1,4,22,0,0,0,0,0
Oxford,Cambridge,4,2,17,8,1,1,0,0,0
Plymouth,Rotherham,0,1,16,15,0,0,0,0,0
Portsmouth,Fleetwood Town,3,3,23,5,1,3,0,0,0
Sheffield Weds,Charlton,2,0,10,4,2,0,0,0,0
Wigan,Sunderland,0,3,6,13,0,2,0,0,0
Cambridge,Plymouth,2,0,14,9,2,0,0,0,0
Charlton,Milton Keynes Dons,0,2,7,9,0,1,0,0,0
Crewe,Oxford,0,1,10,19,0,0,0,0,0
Doncaster,Accrington,2,0,11,24,0,0,0,0,0
Gillingham,AFC Wimbledon,0,0,20,11,0,0,0,0,0
Ipswich,Cheltenham,0,0,17,6,0,0,0,0,0
Rotherham,Morecambe,2,0,20,17,2,0,0,0,0
Shrewsbury,Portsmouth,1,2,8,15,1,1,0,0,0
Sunderland,Burton,1,1,21,11,0,0,0,0,0
Wycombe,Wigan,1,3,10,11,1,0,0,0,0
Bolton,Lincoln,3,1,15,8,0,0,0,0,0
Bolton,AFC Wimbledon,4,0,17,6,1,0,0,0,0
Cambridge,Accrington,2,0,8,18,0,0,0,0,0
Charlton,Oxford,0,4,6,12,0,2,0,0,0
Doncaster,Sheffield Weds,1,3,6,14,1,0,0,0,0
Gillingham,Plymouth,0,2,2,22,0,0,0,0,0
Ipswich,Burton,3,0,17,10,1,0,0,0,0
Sunderland,Milton Keynes Dons,1,2,8,6,0,0,0,0,0
Wycombe,Cheltenham,5,5,10,11,3,1,0,0,0
Rotherham,Wigan,1,1,5,3,0,1,0,0,0
Burton,Bolton,3,1,10,18,3,0,0,0,0
Lincoln,Doncaster,0,1,14,8,0,0,0,0,0
Wigan,Crewe,2,0,20,6,0,0,0,0,0
Sheffield Weds,Rotherham,0,2,15,9,0,0,0,0,0
Accrington,Crewe,4,1,15,10,1,0,0,0,0
AFC Wimbledon,Sunderland,1,1,11,8,1,1,0,0,0
Burton,Cambridge,2,2,14,9,1,1,0,0,0
Cheltenham,Fleetwood Town,2,0,11,7,2,0,0,0,0
Lincoln,Wycombe,1,1,7,28,1,0,0,0,0
Milton Keynes Dons,Ipswich,0,0,7,9,0,0,0,0,0
Morecambe,Gillingham,1,1,22,8,0,0,0,0,0
Oxford,Bolton,2,3,13,6,2,2,0,0,0
Plymouth,Shrewsbury,1,0,14,6,0,0,0,0,0
Portsmouth,Doncaster,4,0,15,8,0,0,0,0,0
Wigan,Charlton,2,1,8,6,1,1,0,0,0
Accrington,Oxford,2,0,15,15,1,0,0,0,0
AFC Wimbledon,Rotherham,0,1,3,20,0,0,0,0,0
Cheltenham,Sunderland,2,1,7,10,0,1,0,0,0
Crewe,Plymouth,1,4,7,18,1,0,0,0,0
Doncaster,Ipswich,0,1,3,17,0,1,0,0,0
Fleetwood Town,Milton Keynes Dons,1,1,7,10,0,1,0,0,0
Gillingham,Cambridge,1,0,13,7,0,0,0,0,0
Lincoln,Morecambe,2,1,9,17,2,0,0,0,0
Portsmouth,Burton,2,1,22,10,2,0,0,0,0
Sheffield Weds,Wigan,1,0,11,7,0,0,0,0,0
Wycombe,Shrewsbury,0,0,26,2,0,0,0,0,0
Bolton,Charlton,2,1,7,9,1,0,0,0,0
Burton,Sheffield Weds,0,2,13,8,0,1,0,0,0
Charlton,AFC Wimbledon,3,2,12,13,2,2,0,0,0
Ipswich,Gillingham,1,0,11,13,0,0,0,0,0
Milton Keynes Dons,Lincoln,2,1,11,8,1,1,0,0,0
Morecambe,Bolton,1,1,13,9,0,0,0,0,0
Oxford,Portsmouth,3,2,28,3,1,1,0,0,0
Rotherham,Accrington,1,0,11,14,0,0,0,0,0
Shrewsbury,Fleetwood Town,1,1,9,11,0,1,0,0,0
Sunderland,Doncaster,1,2,21,10,0,2,0,0,0
AFC Wimbledon,Cheltenham,2,2,15,10,1,2,0,0,0
Doncaster,Rotherham,0,5,3,15,0,2,0,0,0
Gillingham,Crewe,1,0,9,16,1,0,0,0,0
Sheffield Weds,Morecambe,2,0,19,9,0,0,0,0,0
Wigan,Oxford,1,1,12,5,1,1,0,0,0
Bolton,Cambridge,2,0,17,9,1,0,0,0,0
Portsmouth,Charlton,1,2,15,15,0,1,0,0,0
Accrington,Morecambe,2,2,33,4,2,2,0,0,0
AFC Wimbledon,Shrewsbury,1,1,13,9,1,0,0,0,0
Bolton,Sunderland,6,0,15,7,2,0,0,0,0
Cheltenham,Wigan,0,0,8,8,0,0,0,0,0
Crewe,Rotherham,0,2,6,15,0,1,0,0,0
Doncaster,Plymouth,1,3,17,14,1,1,0,0,0
Fleetwood Town,Cambridge,1,1,18,8,0,0,0,0,0
Gillingham,Oxford,2,7,14,15,0,3,0,0,0
Lincoln,Burton,1,2,12,19,0,0,0,0,0
Sheffield Weds,Ipswich,1,0,11,10,1,0,0,0,0
Wycombe,Milton Keynes Dons,0,1,9,8,0,1,0,0,0
AFC Wimbledon,Ipswich,0,2,12,8,0,0,0,0,0
Burton,Milton Keynes Dons,0,1,9,21,0,0,0,0,0
Fleetwood Town,Plymouth,3,3,23,9,1,1,0,0,0
Gillingham,Shrewsbury,0,0,14,4,0,0,0,0,0
Burton,AFC Wimbledon,1,1,21,12,0,0,0,0,0
Cambridge,Crewe,1,0,11,14,1,0,0,0,0
Charlton,Fleetwood Town,2,0,13,9,0,0,0,0,0
Ipswich,Accrington,2,1,11,13,1,1,0,0,0
Milton Keynes Dons,Doncaster,0,1,25,7,0,1,0,0,0
Morecambe,Wycombe,3,2,19,17,1,1,0,0,0
Oxford,Sheffield Weds,3,2,17,18,1,1,0,0,0
Plymouth,Lincoln,1,2,18,18,1,0,0,0,0
Rotherham,Cheltenham,1,0,10,5,1,0,0,0,0
Shrewsbury,Bolton,0,1,21,10,0,0,0,0,0
Sunderland,Portsmouth,1,0,8,11,1,0,0,0,0
Wigan,Gillingham,3,2,15,7,2,0,0,0,0
AFC Wimbledon,Portsmouth,0,0,12,12,0,0,0,0,0
Cambridge,Doncaster,3,1,8,11,1,0,0,0,0
Morecambe,Wigan,1,2,13,11,1,1,0,0,0
Accrington,Sunderland,1,1,20,13,0,0,0,0,0
AFC Wimbledon,Morecambe,0,0,15,7,0,0,0,0,0
Bolton,Ipswich,2,0,8,14,0,0,0,0,0
Cheltenham,Charlton,1,1,14,10,1,0,0,0,0
Crewe,Shrewsbury,0,0,9,12,0,0,0,0,0
Doncaster,Wigan,1,2,7,13,0,1,0,0,0
Fleetwood Town,Rotherham,1,0,9,16,0,0,0,0,0
Gillingham,Burton,1,3,13,7,1,0,0,0,0
Lincoln,Cambridge,0,1,16,13,0,0,0,0,0
Portsmouth,Milton Keynes Dons,1,2,22,14,0,2,0,0,0
Sheffield Weds,Plymouth,4,2,22,3,2,0,0,0,0
Wycombe,Oxford,2,0,9,15,1,0,0,0,0
Crewe,Charlton,2,1,9,11,2,0,0,0,0
Milton Keynes Dons,AFC Wimbledon,1,0,22,7,1,0,0,0,0
Sunderland,Lincoln,1,3,11,8,0,1,0,0,0
Bolton,Wycombe,0,2,15,8,0,1,0,0,0
Wycombe,Sunderland,3,3,15,21,2,2,0,0,0
Accrington,Milton Keynes Dons,1,1,9,23,1,1,0,0,0
Cheltenham,Burton,1,1,16,7,1,0,0,0,0
Doncaster,Fleetwood Town,0,1,6,15,0,0,0,0,0
Gillingham,Ipswich,0,4,6,15,0,3,0,0,0
Lincoln,Oxford,2,0,10,14,1,0,0,0,0
Cambridge,Portsmouth,0,0,10,13,0,0,0,0,0
Morecambe,Doncaster,4,3,24,8,0,3,0,0,0
Shrewsbury,Sheffield Weds,1,0,11,14,1,0,0,0,0
Burton,Crewe,4,1,20,10,3,1,0,0,0
Charlton,Wycombe,0,1,13,10,0,1,0,0,0
Milton Keynes Dons,Gillingham,0,0,17,6,0,0,0,0,0
Oxford,Cheltenham,1,1,16,8,0,0,0,0,0
Rotherham,Bolton,2,1,15,12,1,1,0,0,0
Sunderland,Sheffield Weds,5,0,14,9,3,0,0,0,0
Ipswich,Wycombe,1,0,7,12,1,0,0,0,0
Morecambe,Crewe,1,2,16,7,1,0,0,0,0
Oxford,AFC Wimbledon,3,0,13,5,2,0,0,0,0
Shrewsbury,Accrington,0,0,9,23,0,0,0,0,0
Doncaster,Sunderland,0,3,6,20,0,2,0,0,0
Accrington,Rotherham,1,0,14,10,0,0,0,0,0
Cheltenham,Plymouth,0,2,9,10,0,1,0,0,0
Fleetwood Town,Shrewsbury,0,3,5,11,0,0,0,0,0
Lincoln,Milton Keynes Dons,2,3,7,14,2,0,0,0,0
Cambridge,Rotherham,0,1,6,12,0,0,0,0,0
Ipswich,Sunderland,1,1,16,5,1,0,0,0,0
Morecambe,Fleetwood Town,0,0,9,9,0,0,0,0,0
Oxford,Wigan,2,3,14,8,1,2,0,0,0
Plymouth,Charlton,1,0,12,8,1,0,0,0,0
Shrewsbury,Cheltenham,3,1,9,26,1,1,0,0,0
Accrington,Bolton,1,0,18,8,1,0,0,0,0
Charlton,Cambridge,2,0,12,12,1,0,0,0,0
Cheltenham,Lincoln,2,2,14,17,1,0,0,0,0
Crewe,Sheffield Weds,0,2,7,13,0,1,0,0,0
Doncaster,Shrewsbury,1,0,10,12,0,0,0,0,0
Fleetwood Town,Gillingham,2,1,14,7,1,0,0,0,0
Milton Keynes Dons,Oxford,1,2,12,12,1,0,0,0,0
Portsmouth,Morecambe,2,0,17,14,1,0,0,0,0
Rotherham,Burton,3,1,14,16,1,1,0,0,0
Sunderland,Plymouth,2,1,17,8,2,0,0,0,0
Wigan,Ipswich,1,1,7,10,1,0,0,0,0
Wycombe,AFC Wimbledon,2,2,18,14,0,1,0,0,0
Milton Keynes Dons,Plymouth,1,1,9,12,1,0,0,0,0
Wigan,Shrewsbury,2,1,12,11,1,1,0,0,0
Accrington,AFC Wimbledon,0,2,15,11,0,0,0,0,0
Charlton,Ipswich,2,0,21,8,1,0,0,0,0
Cheltenham,Cambridge,0,5,6,15,0,1,0,0,0
Crewe,Lincoln,2,0,16,11,0,0,0,0,0
Doncaster,Oxford,1,2,10,12,0,1,0,0,0
Fleetwood Town,Bolton,3,0,8,8,1,0,0,0,0
Portsmouth,Sheffield Weds,0,0,13,9,0,0,0,0,0
Rotherham,Gillingham,5,1,28,1,2,1,0,0,0
Sunderland,Morecambe,5,0,17,9,2,0,0,0,0
Wycombe,Burton,2,1,16,13,2,0,0,0,0
Accrington,Fleetwood Town,5,1,14,6,1,0,0,0,0
Sunderland,Oxford,1,1,17,9,1,1,0,0,0
Ipswich,Crewe,2,1,13,11,2,0,0,0,0
AFC Wimbledon,Fleetwood Town,2,2,9,13,0,1,0,0,0
Bolton,Cheltenham,2,2,20,11,1,2,0,0,0
Burton,Doncaster,2,0,18,2,0,0,0,0,0
Cambridge,Sunderland,1,2,9,13,1,2,0,0,0
Gillingham,Portsmouth,0,1,8,10,0,0,0,0,0
Morecambe,Milton Keynes Dons,0,4,11,10,0,2,0,0,0
Oxford,Rotherham,0,0,9,15,0,0,0,0,0
Plymouth,Wigan,1,2,15,15,1,1,0,0,0
Sheffield Weds,Wycombe,2,2,18,6,1,1,0,0,0
Shrewsbury,Charlton,1,0,7,8,0,0,0,0,0
Lincoln,Accrington,0,1,13,15,0,0,0,0,0
AFC Wimbledon,Crewe,3,2,28,11,3,1,0,0,0
Burton,Accrington,4,0,18,8,2,0,0,0,0
Cambridge,Wigan,2,2,5,11,1,0,0,0,0
Gillingham,Cheltenham,0,2,13,14,0,1,0,0,0
Ipswich,Rotherham,0,2,5,11,0,1,0,0,0
Lincoln,Portsmouth,0,3,11,20,0,1,0,0,0
Morecambe,Charlton,2,2,7,16,1,2,0,0,0
Oxford,Fleetwood Town,3,1,14,9,2,1,0,0,0
Plymouth,Wycombe,0,3,27,16,0,0,0,0,0
Sheffield Weds,Milton Keynes Dons,2,1,25,7,0,0,0,0,0
Shrewsbury,Sunderland,1,1,10,20,0,1,0,0,0
Bolton,Doncaster,3,0,20,6,2,0,0,0,0
Accrington,Sheffield Weds,2,3,11,14,1,3,0,0,0
Charlton,Plymouth,2,0,14,8,0,0,0,0,0
Cheltenham,Shrewsbury,2,1,20,10,1,1,0,0,0
Crewe,Gillingham,2,0,20,12,1,0,0,0,0
Doncaster,Lincoln,0,0,12,13,0,0,0,0,0
Fleetwood Town,Morecambe,1,2,17,20,0,1,0,0,0
Milton Keynes Dons,Burton,1,0,10,7,0,0,0,0,0
Portsmouth,AFC Wimbledon,2,1,14,14,0,1,0,0,0
Rotherham,Cambridge,3,1,22,10,2,0,0,0,0
Sunderland,Ipswich,2,0,10,13,0,0,0,0,0
Wycombe,Bolton,1,0,19,18,0,0,0,0,0
Accrington,Plymouth,1,4,18,9,0,2,0,0,0
Burton,Charlton,0,1,6,7,0,1,0,0,0
Ipswich,Oxford,0,0,8,11,0,0,0,0,0
Milton Keynes Dons,Cambridge,4,1,16,7,3,0,0,0,0
Sheffield Weds,Gillingham,1,1,22,5,0,1,0,0,0
Wycombe,Portsmouth,0,1,21,12,0,0,0,0,0
Bolton,Crewe,2,0,14,7,0,0,0,0,0
Charlton,Rotherham,1,1,11,12,0,1,0,0,0
Crewe,Doncaster,1,1,4,13,1,1,0,0,0
Fleetwood Town,Wigan,2,3,10,17,1,0,0,0,0
Morecambe,Cambridge,0,2,10,13,0,1,0,0,0
Portsmouth,Cheltenham,1,1,16,12,1,1,0,0,0
Sheffield Weds,Sunderland,3,0,10,14,2,0,0,0,0
Wycombe,Ipswich,1,4,20,14,1,1,0,0,0
Cambridge,AFC Wimbledon,1,0,10,5,0,0,0,0,0
Charlton,Doncaster,4,0,16,4,2,0,0,0,0
Cheltenham,Sheffield Weds,2,2,15,15,1,0,0,0,0
Crewe,Milton Keynes Dons,1,4,5,10,0,1,0,0,0
Fleetwood Town,Wycombe,3,3,16,23,1,2,0,0,0
Gillingham,Accrington,0,0,20,12,0,0,0,0,0
Lincoln,Shrewsbury,1,1,17,17,1,0,0,0,0
Oxford,Morecambe,3,1,15,18,1,0,0,0,0
Plymouth,Ipswich,2,1,12,8,1,1,0,0,0
Portsmouth,Bolton,1,0,9,8,0,0,0,0,0
Rotherham,Sunderland,5,1,20,7,2,1,0,0,0
Wigan,Burton,2,0,24,3,1,0,0,0,0
Doncaster,Cambridge,1,1,12,9,0,1,0,0,0
Wigan,Lincoln,1,2,20,13,0,1,0,0,0
Accrington,Portsmouth,2,2,13,19,0,1,0,0,0
AFC Wimbledon,Wigan,0,2,6,15,0,0,0,0,0
Bolton,Gillingham,2,2,22,15,0,2,0,0,0
Burton,Oxford,1,3,7,22,0,2,0,0,0
Doncaster,Cheltenham,3,2,12,20,2,0,0,0,0
Ipswich,Fleetwood Town,2,1,16,7,0,0,0,0,0
Milton Keynes Dons,Rotherham,0,3,11,11,0,1,0,0,0
Morecambe,Plymouth,1,1,15,15,1,1,0,0,0
Sheffield Weds,Lincoln,1,1,12,10,0,0,0,0,0
Shrewsbury,Cambridge,4,1,16,5,1,0,0,0,0
Sunderland,Charlton,0,1,18,12,0,0,0,0,0
Wycombe,Crewe,2,1,21,13,1,0,0,0,0
Cambridge,Sheffield Weds,1,1,12,20,1,0,0,0,0
Charlton,Accrington,2,3,16,16,1,1,0,0,0
Cheltenham,Morecambe,3,1,16,5,1,1,0,0,0
Crewe,Sunderland,0,4,16,14,0,2,0,0,0
Fleetwood Town,Burton,0,1,11,14,0,1,0,0,0
Gillingham,Doncaster,1,0,9,13,0,0,0,0,0
Lincoln,AFC Wimbledon,0,1,16,12,0,1,0,0,0
Oxford,Shrewsbury,2,0,13,10,0,0,0,0,0
Plymouth,Bolton,3,0,21,13,2,0,0,0,0
Portsmouth,Ipswich,0,4,8,8,0,1,0,0,0
Rotherham,Wycombe,0,0,8,10,0,0,0,0,0
Wigan,Milton Keynes Dons,1,2,12,12,1,2,0,0,0
AFC Wimbledon,Sheffield Weds,2,2,9,14,0,1,0,0,0
Bolton,Wigan,0,4,10,13,0,1,0,0,0
Cambridge,Ipswich,2,2,9,16,1,2,0,0,0
Cheltenham,Accrington,1,0,15,10,0,0,0,0,0
Doncaster,Wycombe,0,2,13,8,0,2,0,0,0
Fleetwood Town,Crewe,3,0,16,8,0,0,0,0,0
Gillingham,Sunderland,1,2,25,14,1,1,0,0,0
Lincoln,Charlton,2,1,12,5,0,0,0,0,0
Oxford,Plymouth,1,3,14,12,1,2,0,0,0
Rotherham,Portsmouth,4,1,14,7,1,0,0,0,0
Shrewsbury,Milton Keynes Dons,1,0,4,13,0,0,0,0,0
Burton,Morecambe,3,2,22,9,2,1,0,0,0
Ipswich,Shrewsbury,2,1,8,5,1,1,0,0,0
Plymouth,Burton,2,1,17,8,2,0,0,0,0
Sheffield Weds,Bolton,1,0,8,12,0,0,0,0,0
Wycombe,Gillingham,2,0,15,14,2,0,0,0,0
Accrington,Ipswich,2,1,10,2,0,1,0,0,0
AFC Wimbledon,Burton,1,1,14,8,0,0,0,0,0
Bolton,Shrewsbury,2,1,10,13,2,0,0,0,0
Cheltenham,Rotherham,0,2,8,17,0,0,0,0,0
Crewe,Cambridge,2,2,8,15,2,0,0,0,0
Doncaster,Milton Keynes Dons,2,1,6,8,1,1,0,0,0
Fleetwood Town,Charlton,1,2,15,13,0,1,0,0,0
Gillingham,Wigan,0,2,10,15,0,0,0,0,0
Lincoln,Plymouth,2,2,10,13,0,1,0,0,0
Portsmouth,Sunderland,4,0,14,10,3,0,0,0,0
Sheffield Weds,Oxford,1,2,14,15,0,1,0,0,0
Wycombe,Morecambe,4,3,17,13,0,2,0,0,0
Burton,Portsmouth,2,1,14,12,1,0,0,0,0
Cambridge,Gillingham,0,2,17,7,0,1,0,0,0
Charlton,Bolton,1,4,9,12,1,1,0,0,0
Ipswich,Doncaster,6,0,11,1,2,0,0,0,0
Milton Keynes Dons,Fleetwood Town,3,3,16,13,2,2,0,0,0
Morecambe,Lincoln,2,0,8,11,0,0,0,0,0
Oxford,Accrington,5,1,16,14,2,0,0,0,0
Plymouth,Crewe,1,1,26,10,0,1,0,0,0
Rotherham,AFC Wimbledon,3,0,14,4,2,0,0,0,0
Shrewsbury,Wycombe,1,2,14,10,0,0,0,0,0
Sunderland,Cheltenham,5,0,22,6,3,0,0,0,0
Wigan,Sheffield Weds,1,2,15,10,0,1,0,0,0
Burton,Lincoln,1,2,27,12,0,1,0,0,0
Cambridge,Fleetwood Town,2,2,12,7,1,1,0,0,0
Charlton,Portsmouth,2,2,12,12,0,1,0,0,0
Ipswich,Sheffield Weds,1,1,10,6,0,1,0,0,0
Milton Keynes Dons,Wycombe,1,0,24,7,1,0,0,0,0
Morecambe,Accrington,3,3,8,25,2,2,0,0,0
Oxford,Gillingham,1,1,25,7,1,1,0,0,0
Plymouth,Doncaster,2,1,16,13,0,0,0,0,0
Rotherham,Crewe,1,1,23,3,0,0,0,0,0
Shrewsbury,AFC Wimbledon,2,1,11,11,1,1,0,0,0
Sunderland,Bolton,1,0,14,15,1,0,0,0,0
Wigan,Cheltenham,2,0,15,9,1,0,0,0,0
Crewe,Morecambe,1,3,13,13,0,2,0,0,0
Gillingham,Charlton,1,1,11,18,0,1,0,0,0
Portsmouth,Plymouth,2,2,15,15,1,0,0,0,0
Accrington,Wigan,1,4,13,17,0,2,0,0,0
AFC Wimbledon,Plymouth,0,1,12,9,0,0,0,0,0
Bolton,Rotherham,0,2,17,8,0,2,0,0,0
Cheltenham,Oxford,1,0,9,11,0,0,0,0,0
Crewe,Burton,2,0,9,19,1,0,0,0,0
Doncaster,Morecambe,1,0,12,11,0,0,0,0,0
Fleetwood Town,Sunderland,2,2,12,14,0,1,0,0,0
Gillingham,Milton Keynes Dons,1,4,8,19,1,2,0,0,0
Lincoln,Ipswich,0,1,10,5,0,1,0,0,0
Portsmouth,Cambridge,1,2,8,8,0,1,0,0,0
Sheffield Weds,Shrewsbury,1,1,9,11,1,1,0,0,0
Wycombe,Charlton,2,1,17,13,1,0,0,0,0
Lincoln,Rotherham,1,1,9,26,0,1,0,0,0
Burton,Gillingham,1,1,14,15,0,1,0,0,0
Cambridge,Lincoln,1,5,14,18,0,3,0,0,0
Charlton,Cheltenham,1,2,14,16,0,2,0,0,0
Ipswich,Bolton,2,5,7,14,2,3,0,0,0
Milton Keynes Dons,Portsmouth,1,0,13,6,0,0,0,0,0
Morecambe,AFC Wimbledon,3,4,7,19,0,1,0,0,0
Oxford,Wycombe,0,0,11,9,0,0,0,0,0
Plymouth,Sheffield Weds,3,0,13,14,2,0,0,0,0
Rotherham,Fleetwood Town,2,4,19,9,2,1,0,0,0
Shrewsbury,Crewe,1,1,12,18,1,1,0,0,0
Sunderland,Accrington,2,1,20,21,1,1,0,0,0
Wigan,Doncaster,2,1,13,3,1,1,0,0,0
Bolton,Burton,0,0,25,10,0,0,0,0,0
Accrington,Shrewsbury,1,0,13,9,1,0,0,0,0
AFC Wimbledon,Oxford,3,1,14,17,0,1,0,0,0
Cheltenham,Milton Keynes Dons,1,1,10,14,1,0,0,0,0
Rotherham,Doncaster,2,0,15,9,2,0,0,0,0
Cambridge,Bolton,1,0,6,13,1,0,0,0,0
Charlton,Crewe,2,0,19,13,2,0,0,0,0
Ipswich,AFC Wimbledon,2,2,11,11,0,0,0,0,0
Milton Keynes Dons,Accrington,2,0,12,13,1,0,0,0,0
Morecambe,Sheffield Weds,1,0,6,13,0,0,0,0,0
Oxford,Lincoln,3,1,12,12,2,0,0,0,0
Plymouth,Fleetwood Town,1,1,13,8,1,1,0,0,0
Shrewsbury,Gillingham,2,1,11,10,0,1,0,0,0
Sunderland,Wycombe,3,1,10,16,2,0,0,0,0
Wigan,Portsmouth,1,0,4,10,0,0,0,0,0
Burton,Cheltenham,1,1,14,7,0,1,0,0,0
Rotherham,Sheffield Weds,0,2,14,7,0,0,0,0,0
Bolton,Oxford,2,1,14,13,1,1,0,0,0
Cambridge,Burton,3,0,7,19,0,0,0,0,0
Charlton,Wigan,0,2,9,13,0,0,0,0,0
Crewe,Accrington,0,1,10,12,0,1,0,0,0
Doncaster,Portsmouth,0,0,9,12,0,0,0,0,0
Fleetwood Town,Cheltenham,3,2,8,15,1,1,0,0,0
Gillingham,Morecambe,2,1,10,11,1,1,0,0,0
Ipswich,Milton Keynes Dons,2,2,11,19,1,0,0,0,0
Shrewsbury,Plymouth,0,3,17,5,0,1,0,0,0
Sunderland,AFC Wimbledon,1,0,12,5,0,0,0,0,0
Wycombe,Lincoln,1,0,15,8,1,0,0,0,0
Accrington,Doncaster,1,0,14,3,1,0,0,0,0
AFC Wimbledon,Gillingham,1,1,16,5,0,0,0,0,0
Burton,Sunderland,1,0,12,20,0,0,0,0,0
Cheltenham,Ipswich,2,1,9,12,0,1,0,0,0
Lincoln,Bolton,0,1,15,10,0,0,0,0,0
Milton Keynes Dons,Charlton,2,1,12,7,1,1,0,0,0
Morecambe,Rotherham,0,1,8,15,0,0,0,0,0
Oxford,Crewe,1,0,13,7,1,0,0,0,0
Plymouth,Cambridge,1,1,11,7,0,0,0,0,0
Portsmouth,Shrewsbury,1,0,9,10,1,0,0,0,0
Sheffield Weds,Fleetwood Town,1,0,12,11,1,0,0,0,0
Wigan,Wycombe,1,1,8,12,0,0,0,0,0
Accrington,Cambridge,2,1,14,16,2,0,0,0,0
AFC Wimbledon,Bolton,3,3,16,8,1,2,0,0,0
Burton,Ipswich,2,1,11,11,1,1,0,0,0
Cheltenham,Wycombe,1,3,13,11,1,1,0,0,0
Lincoln,Fleetwood Town,2,1,9,11,0,1,0,0,0
Milton Keynes Dons,Sunderland,1,2,17,7,0,1,0,0,0
Morecambe,Shrewsbury,2,0,10,11,2,0,0,0,0
Oxford,Charlton,2,1,11,10,2,1,0,0,0
Plymouth,Gillingham,1,0,17,5,0,0,0,0,0
Portsmouth,Crewe,2,0,15,4,0,0,0,0,0
Sheffield Weds,Doncaster,2,0,11,12,0,0,0,0,0
Wigan,Rotherham,1,0,9,11,0,0,0,0,0
Bolton,Milton Keynes Dons,3,3,17,10,1,1,0,0,0
Cambridge,Oxford,1,1,9,11,0,1,0,0,0
Crewe,Cheltenham,1,1,7,12,1,1,0,0,0
Doncaster,AFC Wimbledon,1,2,9,6,0,0,0,0,0
Fleetwood Town,Portsmouth,0,1,13,9,0,0,0,0,0
Gillingham,Lincoln,1,1,17,10,1,1,0,0,0
Ipswich,Morecambe,2,2,13,6,0,1,0,0,0
Rotherham,Plymouth,2,0,18,7,2,0,0,0,0
Shrewsbury,Burton,0,1,12,14,0,1,0,0,0
Sunderland,Wigan,2,1,16,8,1,1,0,0,0
Wycombe,Accrington,2,1,17,8,2,0,0,0,0
Charlton,Sheffield Weds,0,0,11,6,0,0,0,0,0
Blackpool,Bristol Rvs,1,0,14,10,0,0,0,0,0
Charlton,Hull,1,0,14,7,0,0,0,0,0
Crewe,Shrewsbury,3,2,14,12,2,2,0,0,0
Doncaster,Peterboro,1,4,16,18,0,4,0,0,0
Gillingham,Plymouth,1,0,12,13,1,0,0,0,0
Ipswich,Fleetwood Town,3,1,9,13,3,0,0,0,0
Lincoln,AFC Wimbledon,0,0,16,9,0,0,0,0,0
Milton Keynes Dons,Rochdale,0,3,8,14,0,0,0,0,0
Oxford,Burton,4,0,15,9,2,0,0,0,0
Portsmouth,Accrington,0,1,13,5,0,1,0,0,0
Sunderland,Northampton,1,1,10,7,0,0,0,0,0
Wigan,Swindon,3,4,12,17,1,0,0,0,0
Blackpool,Doncaster,2,0,22,11,1,0,0,0,0
Charlton,Lincoln,3,1,8,9,0,0,0,0,0
Shrewsbury,Ipswich,0,0,12,13,0,0,0,0,0
Accrington,Charlton,1,1,18,8,0,0,0,0,0
AFC Wimbledon,Portsmouth,1,3,16,16,1,3,0,0,0
Bristol Rvs,Crewe,0,1,12,14,0,1,0,0,0
Burton,Gillingham,1,1,16,8,0,1,0,0,0
Fleetwood Town,Milton Keynes Dons,1,1,9,11,0,0,0,0,0
Hull,Wigan,3,1,12,12,2,1,0,0,0
Northampton,Blackpool,0,3,9,16,0,1,0,0,0
Peterboro,Lincoln,3,3,17,10,0,2,0,0,0
