HomeTeam,AwayTeam,HomeTeamGoals,AwayTeamGoals,HomeTeamShots,AwayTeamShots,HomeTeamHalfTimeGoals,AwayTeamHalfTimeGoals,HomeTeamFullTimeGoals,AwayTeamFullTimeGoals,PredictedLabel
Brighton,Arsenal,2,4,9,14,0,2,0,0,0
West Ham,Brentford,0,2,20,9,0,2,0,0,0
Liverpool,Leicester,2,1,21,7,2,1,0,0,0
Leeds,Man City,1,3,9,26,0,1,0,0,0
Chelsea,Bournemouth,2,0,15,9,2,0,0,0,0
Man United,Nott'm Forest,3,0,17,8,2,0,0,0,0
Brentford,Tottenham,2,2,9,16,1,0,0,0,0
Crystal Palace,Fulham,0,3,4,23,0,1,0,0,0
Everton,Wolves,1,2,12,7,1,1,0,0,0
Leicester,Newcastle,0,3,8,12,0,3,0,0,0
Southampton,Brighton,1,3,14,7,0,2,0,0,0
Aston Villa,Liverpool,1,3,12,16,0,2,0,0,0
Arsenal,West Ham,3,1,16,8,0,1,0,0,0
Brighton,Aston Villa,1,2,7,8,1,1,0,0,0
Fulham,Man United,1,2,14,14,0,1,0,0,0
Man City,Brentford,1,2,29,10,1,1,0,0,0
Bournemouth,Everton,3,0,16,15,2,0,0,0,0
Liverpool,Southampton,3,1,15,9,3,1,0,0,0
Nott'm Forest,Crystal Palace,1,0,9,8,0,0,0,0,0
Tottenham,Leeds,4,3,14,12,1,2,0,0,0
West Ham,Leicester,0,2,18,9,0,1,0,0,0
Newcastle,Chelsea,1,0,10,5,0,0,0,0,0
Wolves,Arsenal,0,2,11,14,0,0,0,0,0
Chelsea,Arsenal,0,1,5,14,0,0,0,0,0
Aston Villa,Man United,3,1,6,8,2,1,0,0,0
Southampton,Newcastle,1,4,16,7,0,1,0,0,0
West Ham,Crystal Palace,1,2,5,15,1,1,0,0,0
Tottenham,Liverpool,1,2,14,13,0,2,0,0,0
Leeds,Bournemouth,4,3,18,9,1,2,0,0,0
Man City,Fulham,2,1,16,4,1,1,0,0,0
Nott'm Forest,Brentford,2,2,15,6,1,1,0,0,0
Wolves,Brighton,2,3,8,19,2,2,0,0,0
Everton,Leicester,0,2,12,22,0,1,0,0,0
Arsenal,Nott'm Forest,5,0,24,5,1,0,0,0,0
Man United,West Ham,1,0,16,13,1,0,0,0,0
Leicester,Man City,0,1,10,15,0,0,0,0,0
Bournemouth,Tottenham,2,3,6,23,1,0,0,0,0
Brentford,Wolves,1,1,12,14,0,0,0,0,0
Brighton,Chelsea,4,1,19,15,3,0,0,0,0
Crystal Palace,Southampton,1,0,12,14,1,0,0,0,0
Newcastle,Aston Villa,4,0,20,3,1,0,0,0,0
Fulham,Everton,0,0,24,9,0,0,0,0,0
Liverpool,Leeds,1,2,22,14,1,1,0,0,0
West Ham,Bournemouth,2,0,20,5,1,0,0,0,0
Aston Villa,Brentford,4,0,19,12,3,0,0,0,0
Leeds,Fulham,2,3,14,11,1,1,0,0,0
Southampton,Arsenal,1,1,10,12,0,1,0,0,0
Wolves,Leicester,0,4,21,5,0,2,0,0,0
Tottenham,Newcastle,1,2,17,13,0,2,0,0,0
Nott'm Forest,Liverpool,1,0,10,15,0,0,0,0,0
Everton,Crystal Palace,3,0,9,9,1,0,0,0,0
Man City,Brighton,3,1,10,8,2,0,0,0,0
Chelsea,Man United,1,1,6,13,0,0,0,0,0
Fulham,Aston Villa,3,0,18,12,1,0,0,0,0
Leicester,Leeds,2,0,5,14,2,0,0,0,0
Bournemouth,Southampton,0,1,15,9,0,1,0,0,0
Brentford,Chelsea,0,0,8,14,0,0,0,0,0
Liverpool,West Ham,1,0,22,8,1,0,0,0,0
Newcastle,Everton,1,0,16,1,1,0,0,0,0
Man United,Tottenham,2,0,28,9,0,0,0,0,0
Brighton,Nott'm Forest,0,0,19,3,0,0,0,0,0
Crystal Palace,Wolves,2,1,14,10,0,1,0,0,0
Aston Villa,Chelsea,0,2,18,8,0,1,0,0,0
Leeds,Arsenal,0,1,16,9,0,1,0,0,0
Man United,Newcastle,0,0,15,9,0,0,0,0,0
Southampton,West Ham,1,1,10,25,1,0,0,0,0
Liverpool,Man City,1,0,13,16,0,0,0,0,0
Leicester,Crystal Palace,0,0,14,8,0,0,0,0,0
Fulham,Bournemouth,2,2,19,10,1,2,0,0,0
Wolves,Nott'm Forest,1,0,9,10,0,0,0,0,0
Tottenham,Everton,2,0,21,4,0,0,0,0,0
Brentford,Brighton,2,0,7,21,1,0,0,0,0
Nott'm Forest,Aston Villa,1,1,6,12,1,1,0,0,0
Crystal Palace,Leeds,2,1,13,10,1,1,0,0,0
West Ham,Fulham,3,1,17,8,1,1,0,0,0
Arsenal,Liverpool,3,2,11,8,2,1,0,0,0
Everton,Man United,1,2,11,12,1,2,0,0,0
Bournemouth,Leicester,2,1,10,9,0,1,0,0,0
Chelsea,Wolves,3,0,20,8,1,0,0,0,0
Man City,Southampton,4,0,21,5,2,0,0,0,0
Newcastle,Brentford,5,1,16,6,2,0,0,0,0
Brighton,Tottenham,0,1,14,8,0,1,0,0,0
Leicester,Nott'm Forest,4,0,17,10,3,0,0,0,0
Man City,Man United,6,3,22,12,4,0,0,0,0
Leeds,Aston Villa,0,0,9,19,0,0,0,0,0
Arsenal,Tottenham,3,1,22,7,1,1,0,0,0
Bournemouth,Brentford,0,0,7,13,0,0,0,0,0
Crystal Palace,Chelsea,1,2,7,13,1,1,0,0,0
Fulham,Newcastle,1,4,3,19,0,3,0,0,0
Liverpool,Brighton,3,3,15,6,1,2,0,0,0
Southampton,Everton,1,2,22,12,0,0,0,0,0
West Ham,Wolves,2,0,18,15,1,0,0,0,0
Brentford,Arsenal,0,3,5,13,0,2,0,0,0
Everton,West Ham,1,0,7,14,0,0,0,0,0
Wolves,Man City,0,3,6,16,0,2,0,0,0
Newcastle,Bournemouth,1,1,20,10,0,0,0,0,0
Tottenham,Leicester,6,2,16,19,2,2,0,0,0
Aston Villa,Southampton,1,0,11,7,1,0,0,0,0
Nott'm Forest,Fulham,2,3,11,15,1,0,0,0,0
Brighton,Leicester,5,2,23,6,2,2,0,0,0
Man United,Arsenal,3,1,10,16,1,0,0,0,0
Everton,Liverpool,0,0,14,23,0,0,0,0,0
Brentford,Leeds,5,2,14,17,2,1,0,0,0
Chelsea,West Ham,2,1,8,6,0,0,0,0,0
Newcastle,Crystal Palace,0,0,23,19,0,0,0,0,0
Nott'm Forest,Bournemouth,2,3,11,8,2,0,0,0,0
Tottenham,Fulham,2,1,23,9,1,0,0,0,0
Wolves,Southampton,1,0,7,12,1,0,0,0,0
Aston Villa,Man City,1,1,3,13,0,0,0,0,0
Leicester,Man United,0,1,10,9,0,1,0,0,0
Arsenal,Aston Villa,2,1,22,4,1,0,0,0,0
Bournemouth,Wolves,0,0,5,17,0,0,0,0,0
Man City,Nott'm Forest,6,0,17,8,3,0,0,0,0
West Ham,Tottenham,1,1,14,13,0,1,0,0,0
Liverpool,Newcastle,2,1,23,5,0,1,0,0,0
Crystal Palace,Brentford,1,1,13,9,0,0,0,0,0
Fulham,Brighton,2,1,10,7,0,0,0,0,0
Southampton,Chelsea,2,1,9,10,2,1,0,0,0
Leeds,Everton,1,1,14,7,0,1,0,0,0
Aston Villa,West Ham,0,1,9,7,0,0,0,0,0
Wolves,Newcastle,1,1,10,21,1,0,0,0,0
Nott'm Forest,Tottenham,0,2,17,18,0,1,0,0,0
Southampton,Man United,0,1,17,11,0,0,0,0,0
Brentford,Everton,1,1,19,14,0,1,0,0,0
Brighton,Leeds,1,0,13,10,0,0,0,0,0
Chelsea,Leicester,2,1,7,17,0,0,0,0,0
Liverpool,Bournemouth,9,0,19,5,5,0,0,0,0
Man City,Crystal Palace,4,2,18,2,0,2,0,0,0
Arsenal,Fulham,2,1,22,11,0,0,0,0,0
Man United,Liverpool,2,1,12,17,1,0,0,0,0
Leeds,Chelsea,3,0,12,14,2,0,0,0,0
West Ham,Brighton,0,2,13,11,0,1,0,0,0
Newcastle,Man City,3,3,12,21,2,1,0,0,0
Tottenham,Wolves,1,0,11,20,0,0,0,0,0
Crystal Palace,Aston Villa,3,1,17,13,1,1,0,0,0
Everton,Nott'm Forest,1,1,19,14,0,0,0,0,0
Fulham,Brentford,3,2,18,13,2,1,0,0,0
Leicester,Southampton,1,2,6,9,0,0,0,0,0
Bournemouth,Arsenal,0,3,6,14,0,2,0,0,0
Liverpool,Crystal Palace,1,1,24,7,0,1,0,0,0
Nott'm Forest,West Ham,1,0,13,19,1,0,0,0,0
Chelsea,Tottenham,2,2,16,10,1,0,0,0,0
Aston Villa,Everton,2,1,12,15,1,0,0,0,0
Arsenal,Leicester,4,2,19,6,2,0,0,0,0
Brighton,Newcastle,0,0,13,4,0,0,0,0,0
Man City,Bournemouth,4,0,19,3,3,0,0,0,0
Southampton,Leeds,2,2,14,13,0,0,0,0,0
Wolves,Fulham,0,0,7,9,0,0,0,0,0
Brentford,Man United,4,0,13,15,4,0,0,0,0
Leicester,Brentford,2,2,14,8,1,0,0,0,0
Man United,Brighton,1,2,17,15,0,2,0,0,0
West Ham,Man City,0,2,6,14,0,1,0,0,0
Fulham,Liverpool,2,2,9,11,1,0,0,0,0
Bournemouth,Aston Villa,2,0,7,15,1,0,0,0,0
Leeds,Wolves,2,1,12,15,1,1,0,0,0
Newcastle,Nott'm Forest,2,0,23,5,0,0,0,0,0
Tottenham,Southampton,4,1,18,10,2,1,0,0,0
Everton,Chelsea,0,1,8,15,0,1,0,0,0
Crystal Palace,Arsenal,0,2,10,10,0,1,0,0,0
Arsenal,Everton,5,1,26,6,2,1,0,0,0
Brentford,Leeds,1,2,14,14,0,0,0,0,0
Brighton,West Ham,3,1,18,7,0,1,0,0,0
Burnley,Newcastle,1,2,12,8,0,1,0,0,0
Chelsea,Watford,2,1,19,8,1,0,0,0,0
Crystal Palace,Man United,1,0,6,10,1,0,0,0,0
Leicester,Southampton,4,1,12,7,0,0,0,0,0
Liverpool,Wolves,3,1,29,7,1,1,0,0,0
Man City,Aston Villa,3,2,24,4,0,1,0,0,0
Norwich,Tottenham,0,5,9,19,0,2,0,0,0
Everton,Crystal Palace,3,2,12,7,0,2,0,0,0
Aston Villa,Burnley,1,1,22,10,0,1,0,0,0
Chelsea,Leicester,1,1,20,2,1,1,0,0,0
Southampton,Liverpool,1,2,4,24,1,1,0,0,0
Newcastle,Arsenal,2,0,16,11,0,0,0,0,0
Tottenham,Burnley,1,0,21,8,1,0,0,0,0
Aston Villa,Crystal Palace,1,1,13,16,0,0,0,0,0
Leeds,Brighton,1,1,19,16,0,1,0,0,0
Watford,Leicester,1,5,13,13,1,2,0,0,0
West Ham,Man City,2,2,6,31,2,0,0,0,0
Wolves,Norwich,1,1,17,11,0,1,0,0,0
Everton,Brentford,2,3,10,18,2,1,0,0,0
Tottenham,Arsenal,3,0,16,8,2,0,0,0,0
Leeds,Chelsea,0,3,5,17,0,1,0,0,0
Leicester,Norwich,3,0,20,9,0,0,0,0,0
Watford,Everton,0,0,6,16,0,0,0,0,0
Wolves,Man City,1,5,7,16,1,3,0,0,0
Aston Villa,Liverpool,1,2,9,17,1,1,0,0,0
Arsenal,Leeds,2,1,19,3,2,0,0,0,0
Leicester,Everton,1,2,16,10,1,2,0,0,0
Norwich,West Ham,0,4,8,13,0,3,0,0,0
Man City,Newcastle,5,0,21,7,2,0,0,0,0
Brentford,Southampton,3,0,18,19,2,0,0,0,0
Burnley,Aston Villa,1,3,14,12,0,2,0,0,0
Chelsea,Wolves,2,2,19,14,0,0,0,0,0
Crystal Palace,Watford,1,0,15,6,1,0,0,0,0
Brighton,Man United,4,0,17,15,1,0,0,0,0
Liverpool,Tottenham,1,1,22,8,0,0,0,0,0
Man United,Brentford,3,0,9,12,1,0,0,0,0
Everton,Chelsea,1,0,9,17,0,0,0,0,0
Tottenham,Leicester,3,1,13,6,1,0,0,0,0
West Ham,Arsenal,1,2,8,13,1,1,0,0,0
Newcastle,Liverpool,0,1,4,24,0,1,0,0,0
Aston Villa,Norwich,2,0,21,9,1,0,0,0,0
Southampton,Crystal Palace,1,2,8,14,1,0,0,0,0
Watford,Burnley,1,2,13,17,1,0,0,0,0
Wolves,Brighton,0,3,11,17,0,1,0,0,0
Leeds,Man City,0,4,7,19,0,1,0,0,0
Man United,Chelsea,1,1,6,21,0,0,0,0,0
Crystal Palace,Leeds,0,0,17,9,0,0,0,0,0
Brighton,Southampton,2,2,8,18,2,1,0,0,0
Burnley,Wolves,1,0,14,10,0,0,0,0,0
Chelsea,West Ham,1,0,26,6,0,0,0,0,0
Liverpool,Everton,2,0,18,9,0,0,0,0,0
Arsenal,Man United,3,1,14,14,2,1,0,0,0
Leicester,Aston Villa,0,0,5,11,0,0,0,0,0
Man City,Watford,5,1,21,5,3,1,0,0,0
Norwich,Newcastle,0,3,5,13,0,2,0,0,0
Brentford,Tottenham,0,0,15,9,0,0,0,0,0
Burnley,Southampton,2,0,16,11,2,0,0,0,0
Chelsea,Arsenal,2,4,11,14,2,2,0,0,0
Everton,Leicester,1,1,13,11,0,1,0,0,0
Newcastle,Crystal Palace,1,0,13,10,1,0,0,0,0
Man City,Brighton,3,0,17,2,0,0,0,0,0
Liverpool,Man United,4,0,14,2,2,0,0,0,0
Newcastle,Leicester,2,1,16,8,1,1,0,0,0
West Ham,Burnley,1,1,21,9,0,1,0,0,0
Tottenham,Brighton,0,1,5,12,0,0,0,0,0
Man United,Norwich,3,2,20,15,2,1,0,0,0
Southampton,Arsenal,1,0,9,23,1,0,0,0,0
Watford,Brentford,1,2,17,16,0,1,0,0,0
Brentford,West Ham,2,0,15,5,0,0,0,0,0
Leicester,Crystal Palace,2,1,12,11,2,0,0,0,0
Norwich,Burnley,2,0,17,18,1,0,0,0,0
Man City,Liverpool,2,2,11,6,2,1,0,0,0
Everton,Man United,1,0,7,12,1,0,0,0,0
Arsenal,Brighton,1,2,20,8,0,1,0,0,0
Southampton,Chelsea,0,6,4,24,0,4,0,0,0
Watford,Leeds,0,3,8,10,0,1,0,0,0
Aston Villa,Tottenham,0,4,9,11,0,1,0,0,0
Newcastle,Wolves,1,0,12,5,0,0,0,0,0
Burnley,Everton,3,2,13,16,1,2,0,0,0
Crystal Palace,Arsenal,3,0,6,12,2,0,0,0,0
West Ham,Everton,2,1,11,13,1,0,0,0,0
Tottenham,Newcastle,5,1,19,8,1,1,0,0,0
Liverpool,Watford,2,0,20,5,1,0,0,0,0
Brighton,Norwich,0,0,31,6,0,0,0,0,0
Burnley,Man City,0,2,3,18,0,2,0,0,0
Chelsea,Brentford,1,4,21,17,0,0,0,0,0
Leeds,Southampton,1,1,12,14,1,0,0,0,0
Wolves,Aston Villa,2,1,11,15,2,0,0,0,0
Man United,Leicester,1,1,11,11,0,0,0,0,0
Leicester,Brentford,2,1,12,15,2,0,0,0,0
Tottenham,West Ham,3,1,17,6,2,1,0,0,0
Aston Villa,Arsenal,0,1,8,10,0,1,0,0,0
Wolves,Leeds,2,3,14,15,2,0,0,0,0
Everton,Newcastle,1,0,9,17,0,0,0,0,0
Brighton,Tottenham,0,2,15,17,0,1,0,0,0
Arsenal,Liverpool,0,2,9,9,0,0,0,0,0
Crystal Palace,Man City,0,0,7,18,0,0,0,0,0
Chelsea,Newcastle,1,0,8,7,0,0,0,0,0
Everton,Wolves,0,1,8,14,0,0,0,0,0
Leeds,Norwich,2,1,13,12,1,0,0,0,0
Southampton,Watford,1,2,13,9,1,2,0,0,0
West Ham,Aston Villa,2,1,11,13,0,0,0,0,0
Arsenal,Leicester,2,0,21,6,1,0,0,0,0
Brighton,Liverpool,0,2,8,18,0,1,0,0,0
Brentford,Burnley,2,0,13,7,0,0,0,0,0
Man United,Tottenham,3,2,10,10,2,1,0,0,0
Norwich,Chelsea,1,3,9,15,0,2,0,0,0
Southampton,Newcastle,1,2,14,8,1,1,0,0,0
Wolves,Watford,4,0,10,9,2,0,0,0,0
Leeds,Aston Villa,0,3,4,15,0,1,0,0,0
Tottenham,Everton,5,0,14,6,3,0,0,0,0
Watford,Arsenal,2,3,13,16,1,2,0,0,0
Man City,Man United,4,1,24,5,2,1,0,0,0
Leicester,Leeds,1,0,7,19,0,0,0,0,0
Aston Villa,Southampton,4,0,14,11,2,0,0,0,0
Burnley,Chelsea,0,4,6,11,0,0,0,0,0
Newcastle,Brighton,2,1,10,15,2,0,0,0,0
Norwich,Brentford,1,3,15,10,0,1,0,0,0
Wolves,Crystal Palace,0,2,12,12,0,2,0,0,0
Liverpool,West Ham,1,0,22,13,1,0,0,0,0
Burnley,Leicester,0,2,9,22,0,0,0,0,0
West Ham,Wolves,1,0,13,14,0,0,0,0,0
Leeds,Tottenham,0,4,19,15,0,3,0,0,0
Brentford,Newcastle,0,2,6,26,0,2,0,0,0
Crystal Palace,Burnley,1,1,11,5,1,0,0,0,0
Man United,Watford,0,0,22,10,0,0,0,0,0
Brighton,Aston Villa,0,2,12,9,0,1,0,0,0
Everton,Man City,0,1,6,13,0,0,0,0,0
Southampton,Norwich,2,0,27,8,1,0,0,0,0
Arsenal,Wolves,2,1,26,6,0,1,0,0,0
Burnley,Tottenham,1,0,15,12,0,0,0,0,0
Watford,Crystal Palace,1,4,8,7,1,2,0,0,0
Liverpool,Leeds,6,0,23,3,3,0,0,0,0
Leeds,Man United,2,4,16,15,0,2,0,0,0
Wolves,Leicester,2,1,11,17,1,1,0,0,0
West Ham,Newcastle,1,1,11,14,1,1,0,0,0
Arsenal,Brentford,2,1,24,6,0,0,0,0,0
Aston Villa,Watford,0,1,20,8,0,0,0,0,0
Brighton,Burnley,0,3,11,10,0,2,0,0,0
Crystal Palace,Chelsea,0,1,7,9,0,0,0,0,0
Liverpool,Norwich,3,1,29,6,0,0,0,0,0
Southampton,Everton,2,0,19,9,0,0,0,0,0
Man City,Tottenham,2,3,21,6,1,1,0,0,0
Man United,Brighton,2,0,19,10,0,0,0,0,0
Burnley,Liverpool,0,1,8,12,0,1,0,0,0
Newcastle,Aston Villa,1,0,10,11,1,0,0,0,0
Tottenham,Wolves,0,2,17,11,0,2,0,0,0
Leicester,West Ham,2,2,13,8,1,1,0,0,0
Man United,Southampton,1,1,12,13,1,0,0,0,0
Brentford,Crystal Palace,0,0,9,6,0,0,0,0,0
Everton,Leeds,3,0,21,7,2,0,0,0,0
Watford,Brighton,0,2,9,11,0,1,0,0,0
Norwich,Man City,0,4,8,22,0,1,0,0,0
Liverpool,Leicester,2,0,22,5,1,0,0,0,0
Wolves,Arsenal,0,1,15,12,0,1,0,0,0
Man City,Brentford,2,0,15,6,1,0,0,0,0
Norwich,Crystal Palace,1,1,5,13,1,0,0,0,0
Tottenham,Southampton,2,3,8,23,1,1,0,0,0
Aston Villa,Leeds,3,3,12,16,3,2,0,0,0
Newcastle,Everton,3,1,20,11,1,1,0,0,0
West Ham,Watford,1,0,9,6,0,0,0,0,0
Burnley,Man United,1,1,9,22,0,1,0,0,0
Burnley,Watford,0,0,13,11,0,0,0,0,0
Arsenal,Burnley,0,0,20,10,0,0,0,0,0
Crystal Palace,Liverpool,1,3,8,15,0,2,0,0,0
Leicester,Brighton,1,1,15,14,0,0,0,0,0
Chelsea,Tottenham,2,0,15,6,0,0,0,0,0
Everton,Aston Villa,0,1,15,8,0,1,0,0,0
Brentford,Wolves,1,2,11,7,0,0,0,0,0
Leeds,Newcastle,0,1,13,15,0,0,0,0,0
Man United,West Ham,1,0,18,6,0,0,0,0,0
Southampton,Man City,1,1,7,20,1,0,0,0,0
Watford,Norwich,0,3,15,7,0,0,0,0,0
Leicester,Tottenham,2,3,14,27,1,1,0,0,0
Brentford,Man United,1,3,18,13,0,0,0,0,0
Brighton,Chelsea,1,1,10,15,0,1,0,0,0
Liverpool,Brentford,3,0,27,6,1,0,0,0,0
West Ham,Leeds,2,3,15,18,1,2,0,0,0
Man City,Chelsea,1,0,11,4,0,0,0,0,0
Newcastle,Watford,1,1,12,18,0,0,0,0,0
Norwich,Everton,2,1,14,12,2,0,0,0,0
Wolves,Southampton,3,1,9,13,1,0,0,0,0
Aston Villa,Man United,2,2,13,13,0,1,0,0,0
Brighton,Crystal Palace,1,1,19,3,0,0,0,0,0
West Ham,Norwich,2,0,13,7,1,0,0,0,0
Southampton,Brentford,4,1,12,5,2,1,0,0,0
Man United,Wolves,0,1,9,19,0,0,0,0,0
Brentford,Aston Villa,2,1,10,16,1,1,0,0,0
Everton,Brighton,2,3,17,12,0,2,0,0,0
Leeds,Burnley,3,1,22,8,1,0,0,0,0
Chelsea,Liverpool,2,2,15,10,2,2,0,0,0
Arsenal,Man City,1,2,7,15,1,0,0,0,0
Watford,Tottenham,0,1,6,21,0,0,0,0,0
Crystal Palace,West Ham,2,3,22,10,0,3,0,0,0
Man United,Burnley,3,1,18,10,3,1,0,0,0
Chelsea,Brighton,1,1,11,18,1,0,0,0,0
Brentford,Man City,0,1,6,12,0,1,0,0,0
Crystal Palace,Norwich,3,0,19,12,3,0,0,0,0
Southampton,Tottenham,1,1,9,21,1,1,0,0,0
Watford,West Ham,1,4,14,13,1,2,0,0,0
Leicester,Liverpool,1,0,6,21,0,0,0,0,0
Newcastle,Man United,1,1,13,13,1,0,0,0,0
Man City,Leicester,6,3,17,14,4,0,0,0,0
Norwich,Arsenal,0,5,4,16,0,2,0,0,0
Tottenham,Crystal Palace,3,0,17,4,2,0,0,0,0
West Ham,Southampton,2,3,11,11,0,1,0,0,0
Aston Villa,Chelsea,1,3,8,10,1,1,0,0,0
Brighton,Brentford,2,0,15,16,2,0,0,0,0
Newcastle,Man City,0,4,5,18,0,2,0,0,0
Wolves,Chelsea,0,0,4,8,0,0,0,0,0
Tottenham,Liverpool,2,2,10,18,1,1,0,0,0
Leeds,Arsenal,1,4,9,21,0,3,0,0,0
Chelsea,Everton,1,1,23,5,0,0,0,0,0
Liverpool,Newcastle,3,1,23,4,2,1,0,0,0
Brighton,Wolves,0,1,12,8,0,1,0,0,0
Crystal Palace,Southampton,2,2,9,15,1,2,0,0,0
Arsenal,West Ham,2,0,21,7,0,0,0,0,0
Norwich,Aston Villa,0,2,7,17,0,1,0,0,0
Man City,Leeds,7,0,31,6,3,0,0,0,0
Burnley,West Ham,0,0,9,16,0,0,0,0,0
Leicester,Newcastle,4,0,8,12,1,0,0,0,0
Crystal Palace,Everton,3,1,17,12,1,0,0,0,0
Man City,Wolves,1,0,24,2,0,0,0,0,0
Arsenal,Southampton,3,0,15,11,2,0,0,0,0
Chelsea,Leeds,3,2,16,12,1,1,0,0,0
Liverpool,Aston Villa,1,0,20,4,0,0,0,0,0
Norwich,Man United,0,1,11,13,0,0,0,0,0
Brentford,Watford,2,1,14,6,0,1,0,0,0
Everton,Arsenal,2,1,11,10,0,1,0,0,0
Leeds,Brentford,2,2,13,9,1,0,0,0,0
Man United,Crystal Palace,1,0,16,8,0,0,0,0,0
Tottenham,Norwich,3,0,17,10,1,0,0,0,0
Aston Villa,Leicester,2,1,13,12,1,1,0,0,0
West Ham,Chelsea,3,2,11,19,1,2,0,0,0
Newcastle,Burnley,1,0,19,10,1,0,0,0,0
Southampton,Brighton,1,1,14,14,1,0,0,0,0
Wolves,Liverpool,0,1,3,17,0,0,0,0,0
Watford,Man City,1,3,11,26,0,2,0,0,0
Tottenham,Brentford,2,0,11,6,1,0,0,0,0
Man United,Arsenal,3,2,14,17,1,1,0,0,0
Southampton,Leicester,2,2,15,15,2,1,0,0,0
Watford,Chelsea,1,2,13,8,1,1,0,0,0
West Ham,Brighton,1,1,14,9,1,0,0,0,0
Wolves,Burnley,0,0,16,6,0,0,0,0,0
Aston Villa,Man City,1,2,9,17,0,2,0,0,0
Everton,Liverpool,1,4,8,16,1,2,0,0,0
Newcastle,Norwich,1,1,9,16,0,0,0,0,0
Leeds,Crystal Palace,1,0,15,9,0,0,0,0,0
Brentford,Everton,1,0,6,14,1,0,0,0,0
Leicester,Watford,4,2,18,16,3,1,0,0,0
Man City,West Ham,2,1,19,5,1,0,0,0,0
Chelsea,Man United,1,1,24,3,0,0,0,0,0
Arsenal,Newcastle,2,0,24,9,0,0,0,0,0
Crystal Palace,Aston Villa,1,2,8,10,0,1,0,0,0
Liverpool,Southampton,4,0,20,7,3,0,0,0,0
Norwich,Wolves,0,0,14,5,0,0,0,0,0
Brighton,Leeds,0,0,20,11,0,0,0,0,0
Man City,Everton,3,0,17,4,1,0,0,0,0
Tottenham,Leeds,2,1,13,18,0,1,0,0,0
Leicester,Chelsea,0,3,4,16,0,2,0,0,0
Aston Villa,Brighton,2,0,9,6,0,0,0,0,0
Burnley,Crystal Palace,3,3,15,18,2,3,0,0,0
Newcastle,Brentford,3,3,23,10,2,2,0,0,0
Norwich,Southampton,2,1,8,17,1,1,0,0,0
Watford,Man United,4,1,20,9,2,0,0,0,0
Wolves,West Ham,1,0,15,8,0,0,0,0,0
Liverpool,Arsenal,4,0,19,5,1,0,0,0,0
Arsenal,Watford,1,0,14,7,0,0,0,0,0
Everton,Tottenham,0,0,12,8,0,0,0,0,0
Leeds,Leicester,1,1,18,9,1,1,0,0,0
West Ham,Liverpool,3,2,7,16,1,1,0,0,0
Man United,Man City,0,2,5,16,0,2,0,0,0
Brentford,Norwich,1,2,19,9,0,2,0,0,0
Chelsea,Burnley,1,1,25,5,1,0,0,0,0
